"","year","state","st","gov_name","term_in_office","gov_party","term_length","limit_type","lame_duck_last_term","gub_election","gov_pres_same_elect_year","gov_pres_same_party","unemployment","state_cpi","gross_state_product","change_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","stimson_mood.1","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"266",1989,"Indiana","IN","Bayh, Evan",1,1,4,2,0,0,0,1,5.925000075,0.62045224,285084,0.0497880698643064,0.967889235,46.80582525,-0.147388,40.70899975,0.53179997,40.70899975,822533,1382151,2229116,0.62,0.368995153235632,0.251004846764368,0.622291666666667,0.230833333333334,989375,848420,455934,2305871,0.429,0.368,0.198,0.5,0.38,0
"267",1993,"Indiana","IN","Bayh, Evan",2,1,4,2,1,0,0,0,4.62500005,0.7022117675,354001.25,0.0579958968744263,0.989879745,38.753026,-0.20126375,34.12849925,0.54500002,34.12849925,986982,1087128,2110047,0.5152,0.467753561887484,0.047446438112516,0.58,0.365,1006693,887424,224299,2135431,0.471,0.416,0.105,0.344722222222222,0.640277777777778,1
"268",1997,"Indiana","IN","O'Bannon, Frank L.",1,1,4,2,0,0,0,0,3.199999975,0.7805569925,440206.5,0.0546635678020705,0.9779670075,42.53884975,-0.1938300025,30.66199975,0.52410001,30.66199975,908285,1232525,2179413,0.5655,0.416756713849096,0.148743286150904,0.60725,0.31325,1245836,901980,18531,2199302,0.566,0.41,0.008,0.44,0.553333333333333,1
"269",2001,"Indiana","IN","O'Bannon, Frank L.",2,1,4,2,1,0,0,1,4.75,0.844640495,492257,0.0242519699416966,0.987837495,44.473951,-0.193399,36.209499,0.57569999,36.209499,NA,NA,NA,NA,NA,NA,0.525,0.32,NA,NA,NA,NA,NA,NA,NA,0.825,0.08,0
"270",2003,"Indiana","IN","Split: Frank L. O'Bannon-D and Joseph E. Kernan-D",0,1,4,2,1,0,0,1,5.0999999,0.87378597,518592,0.0419059176186478,0.98892498,46.098999,-0.063688003,36.577,0.57569999,36.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"271",2004,"Indiana","IN","Kernan, Joseph E.",1,1,4,2,0,1,0,1,5.3000002,0.898426,546661,0.0541254010860175,0.94612497,45.9883,-0.22457901,35.946999,0.46090001,35.946999,1113900,1302912,2448498,0.5321,0.4549319623704,0.0771680376295999,0.51,NA,1479438,969011,NA,2468002,0.599,0.393,NA,0.222222222222222,0.481111111111111,0
"272",2005,"Indiana","IN","Daniels, Mitch",1,0,4,2,0,0,0,0,5.25625,0.970059005,609526.75,0.0391240018764135,0.9004202625,51.5017005,-0.1833247475,37.15950025,0.46090001,37.15950025,1082463,1563885,2703752,0.5784,0.400355875834766,0.178044124165234,0.445059523809524,0.450029761904762,1345648,1374039,NA,2751054,0.489,0.499,NA,0.400412087912088,0.565659340659341,0
"273",2009,"Indiana","IN","Daniels, Mitch",2,0,4,2,1,0,0,1,9.52291666666668,1.0159,641744,0.0114889179702057,0.924302995,41.461174,-0.24670967,39.4105,0.40900001,39.4105,1200016,1275424,2577329,0.4949,0.465604507612338,0.0292954923876618,0.58,0.37,1420543,1152887,NA,2624534,0.541,0.439,NA,NA,NA,1
"274",2013,"Indiana","IN","Pence, Mike",1,0,4,NA,0,0,0,0,5.71458333333333,NA,NA,NA,NA,40.555199,NA,NA,NA,NA,1235503,1397396,2719968,0.5138,0.454234388051624,0.0595656119483759,NA,NA,1557286,1033126,133993,2734958,0.569,0.378,0.049,NA,NA,1
"275",2017,"Indiana","IN","Holcomb, Eric",1,0,4,NA,NA,NA,0,0,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"276",1950,"Iowa","IA","Beardsley, William S.",1,0,2,0,0,1,0,1,NA,NA,NA,NA,0.68860102,NA,NA,NA,0.4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"277",1951,"Iowa","IA","Beardsley, William S.",2,0,2,0,0,0,0,1,NA,NA,NA,NA,0.6885435,NA,NA,NA,0.4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,808906,451513,NA,1268773,0.638,0.356,NA,NA,NA,1
"278",1953,"Iowa","IA","Beardsley, William S.",3,0,2,0,0,0,0,0,NA,NA,NA,NA,0.665507525,NA,NA,NA,0.47929999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"279",1955,"Iowa","IA","Elthon, Leo",0,0,2,0,0,0,0,0,NA,NA,NA,NA,0.66981798,NA,NA,NA,0.48480001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"280",1956,"Iowa","IA","Hoegh, Leo Arthur",0,0,2,0,0,1,0,0,NA,NA,NA,NA,0.73030001,NA,NA,44.323002,0.5122,44.323002,NA,NA,NA,NA,NA,NA,NA,NA,729187,501858,NA,1234564,0.591,0.407,NA,NA,NA,0
"281",1957,"Iowa","IA","Loveless, Herschel C.",1,1,2,0,0,0,0,1,NA,NA,NA,NA,0.82430699,NA,NA,51.833,0.5122,51.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"282",1959,"Iowa","IA","Loveless, Herschel C.",2,1,2,0,0,0,0,1,NA,0.113664,NA,NA,0.909306495,57.321999,NA,51.3674985,0.5413,51.3674985,NA,NA,NA,NA,NA,NA,NA,NA,722381,550565,NA,1273810,0.567,0.432,NA,NA,NA,0
"283",1961,"Iowa","IA","Erbe, Norman A.",1,0,2,0,0,0,0,1,NA,0.11748,NA,NA,0.852887985,45.620951,NA,61.2405015,0.4786,61.2405015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"284",1963,"Iowa","IA","Hughes, Harold E.",1,1,2,0,0,0,0,0,NA,0.123775,16179.5,0.0695190585827576,0.886925015,52.4295005,NA,59.717499,0.52560002,59.717499,NA,NA,NA,NA,NA,NA,NA,NA,449148,733030,NA,1184539,0.379,0.619,NA,NA,NA,1
"285",1965,"Iowa","IA","Hughes, Harold E.",2,1,2,0,0,0,0,0,NA,0.139118,19283.5,0.0950067575999646,0.913461,40.0256995,NA,60.0004995,0.68519998,60.0004995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"286",1967,"Iowa","IA","Hughes, Harold E.",3,1,2,0,0,0,0,0,NA,0.153331495,21798.5,0.0629464172854784,0.936023475,44.2005005,NA,54.4820005,0.55610001,54.4820005,521216,613827,1135988,0.5403,0.458821748117058,0.0814782518829424,NA,NA,619106,476699,66422,1167931,0.53,0.408,0.057,NA,NA,1
"287",1969,"Iowa","IA","Ray, Robert D.",1,0,2,0,0,0,0,0,NA,0.175960005,24379,0.0414730487424085,0.83725101,52.4664005,NA,45.446001,0.46000001,45.446001,368911,403394,791241,0.5098,0.466243533891697,0.0435564661083032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"288",1971,"Iowa","IA","Ray, Robert D.",2,0,2,0,0,0,0,0,NA,0.197254505,28418,0.104722733518624,0.772735475,46.682049,NA,48.1124995,0.47819999,48.1124995,487282,707177,1210222,0.5843,0.402638524171598,0.181661475828402,NA,NA,706207,496206,NA,1225944,0.576,0.405,NA,NA,NA,0
"289",1973,"Iowa","IA","Ray, Robert D.",3,0,2,0,0,0,0,0,NA,0.233623005,34789,0.0911187235789881,0.826662,50.297251,NA,43.2705,0.40849999,43.2705,377553,534518,920458,0.5807,0.410179497597935,0.170520502402065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"290",1975,"Iowa","IA","Ray, Robert D.",4,0,4,0,0,0,0,0,4.04999995,0.2974972525,45770.5,0.108984019041426,0.95760326,52.81435,-0.0803853333333333,41.90300075,0.41460001,41.90300075,345519,491713,843190,0.5832,0.409775969828864,0.173424030171136,NA,NA,632863,619931,NA,1279306,0.495,0.485,NA,NA,NA,0
"291",1979,"Iowa","IA","Ray, Robert D.",5,0,4,0,0,0,0,1,6.29999995,0.423168995,61623.25,0.0494567284192246,0.8689797525,49.4466505,-0.100395247,37.51424875,0.4127,37.51424875,483291,548313,1038229,0.5281,0.465495569859829,0.0626044301401714,NA,NA,676026,508672,115633,1317661,0.513,0.386,0.088,NA,NA,1
"292",1983,"Iowa","IA","Branstad, Terry E.",1,0,4,0,0,0,0,0,7.5250001,0.504068495,79160.5,0.0745720767848077,0.9584482475,49.4733745,-0.17192700475,43.6867505,0.46849999,43.6867505,436987,472712,910623,0.5191,0.47987696335366,0.0392230366463399,0.605625,0.326666666666667,703088,605620,NA,1319805,0.533,0.459,NA,NA,NA,0
"293",1987,"Iowa","IA","Branstad, Terry E.",2,0,4,0,0,0,0,0,4.625,0.5730929975,102300.25,0.0643723554444586,0.960611255,53.74540025,-0.155387755,46.80049975,0.4804,46.80049975,379372,591852,976483,0.6061,0.388508555704503,0.217591444295497,0.595,0.32,545355,670557,NA,1225614,0.445,0.547,NA,NA,NA,0
"294",1991,"Iowa","IA","Branstad, Terry E.",3,0,4,0,0,0,0,0,4.22499995,0.65999274,128698.5,0.066561175783167,0.9845704875,47.92667475,-0.11011700225,40.82075025,0.3906,40.82075025,414453,566395,997248,0.568,0.415596722179438,0.152403277820562,0.469875,0.483375,504891,586353,253468,1354607,0.373,0.433,0.187,0.531388888888889,0.414722222222222,0
"295",1995,"Iowa","IA","Branstad, Terry E.",4,0,4,0,0,0,0,1,3.3,0.738848745,164245.75,0.0586415477975921,0.92032975,41.873125,-0.1822257525,32.49750075,0.42250001,32.49750075,444787,500231,956418,0.523,0.46505502824079,0.0579449717592099,0.61325,0.342666666666667,492644,620258,105159,1234075,0.399,0.503,0.085,0.540708333333333,0.42875,1
"296",1999,"Iowa","IA","Vilsack, Tom",1,1,4,0,0,0,0,0,3.099999975,0.817210495,198514.5,0.037581993604454,0.9415797575,44.93109975,-0.1340087505,36.27,0.52929997,36.27,456612,540449,1025802,0.5269,0.445126837342879,0.0817731626571209,0.6575,0.26125,634373,638517,29374,1315563,0.482,0.485,0.022,0.692777777777778,0.283888888888889,1
"297",2003,"Iowa","IA","Vilsack, Tom",2,1,4,0,0,0,0,1,4.262499975,0.907876,235210,0.0456151765467865,0.977513745,50.4403,-0.18959825,38.28100025,0.542,38.28100025,467425,569021,1053255,0.5402,0.443790914830691,0.0964090851693085,0.551472816399287,0.376149732620321,751957,741898,NA,1506908,0.499,0.492,NA,0.422727591036415,0.516207049486461,0
"298",2007,"Iowa","IA","Culver, Chet",1,1,4,0,0,0,0,1,5.08333333333333,1.0031135025,265445.5,0.0260519981975214,0.86665599,53.45437525,-0.2069217475,37.39349925,0.54900002,37.39349925,484798,592494,1122013,0.5281,0.432078772705842,0.0960212272941579,0.504017094017094,0.415547785547785,682379,828940,NA,1543662,0.442,0.537,NA,0.405666666666667,0.557583333333333,0
"299",2011,"Iowa","IA","Branstad, Terry E.",6,0,4,0,0,0,0,0,4.88333333333333,NA,NA,NA,NA,42.563334,-0.093942001,NA,NA,NA,420787,666032,1129057,0.5899,0.372688889932041,0.217211110067959,NA,NA,730617,822544,NA,1582180,0.462,0.52,NA,NA,NA,1
"300",2015,"Iowa","IA","Branstad, Terry E.",7,0,4,0,0,0,0,0,3.69166666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800983,653669,59186,1566031,0.511,0.417,0.038,NA,NA,1
"301",2017,"Iowa","IA","Reynolds, Kim",1,0,4,0,0,NA,0,0,3.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"302",1950,"Kansas","KS","Hagaman, Frank L.",1,0,2,0,0,1,0,1,NA,NA,NA,NA,0.68656898,NA,NA,NA,0.45269999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"303",1951,"Kansas","KS","Arn, Edward F.",1,0,2,0,0,0,0,1,NA,NA,NA,NA,0.69299951,NA,NA,NA,0.45269999,NA,NA,NA,NA,NA,NA,NA,NA,NA,616302,273296,NA,896166,0.688,0.305,NA,NA,NA,1
"304",1953,"Kansas","KS","Arn, Edward F.",2,0,2,0,0,0,0,0,NA,NA,NA,NA,0.68770301,NA,NA,NA,0.42519999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"305",1955,"Kansas","KS","Hall, Frederick L.",1,0,2,0,0,0,0,0,NA,NA,NA,NA,0.726415515,NA,NA,42.91,0.4646,42.91,NA,NA,NA,NA,NA,NA,NA,NA,566878,296317,NA,866243,0.654,0.342,NA,NA,NA,0
"306",1957,"Kansas","KS","Docking, George",1,1,2,0,0,0,0,1,NA,NA,NA,NA,0.836509495,NA,NA,49.6690005,0.56830001,49.6690005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"307",1959,"Kansas","KS","Docking, George",2,1,2,0,0,0,0,1,NA,0.116305,NA,NA,0.89594698,48.951302,NA,49.5354995,0.57029998,49.5354995,NA,NA,NA,NA,NA,NA,NA,NA,561474,363213,NA,928825,0.604,0.391,NA,NA,NA,0
"308",1961,"Kansas","KS","Anderson, John Jr.",1,0,2,0,0,0,0,1,NA,0.1229810025,6276.5,0.0461287693561532,0.7803797425,41.83757575,NA,55.5035,0.4402,55.5035,NA,NA,NA,NA,NA,NA,NA,NA,386579,464028,NA,857901,0.451,0.541,NA,NA,NA,1
"309",1965,"Kansas","KS","Avery, William H.",1,0,2,0,0,0,0,1,NA,0.138275505,7116,0.0738966959007064,0.788993505,27.7144005,NA,54.4490015,0.48050001,54.4490015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"310",1967,"Kansas","KS","Docking, Robert B.",3,1,2,0,0,0,0,0,NA,0.154,8123.5,0.0710962627647141,0.877718505,29.68415,NA,52.660002,0.5553,52.660002,410673,447269,862473,0.5186,0.476157514496106,0.042442485503894,NA,NA,478674,302996,88921,872783,0.548,0.347,0.102,NA,NA,1
"311",1969,"Kansas","KS","Docking, Robert B.",4,1,2,0,0,0,0,1,NA,0.1755435,9460.5,0.0721319659714447,0.90607798,34.8992995,NA,49.8484995,0.52130002,49.8484995,333227,404611,745196,0.543,0.447166919843907,0.0958330801560931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"312",1971,"Kansas","KS","Docking, Robert B.",5,1,2,0,0,0,0,1,NA,0.199221,11475.5,0.11498273195886,0.8966375,40.0043505,NA,50.251499,0.54839998,50.251499,341438,571256,921550,0.6199,0.370504042102979,0.249395957897021,NA,NA,619812,270287,NA,916095,0.677,0.295,NA,NA,NA,0
"313",1973,"Kansas","KS","Docking, Robert B.",6,1,2,0,0,0,0,1,NA,0.233881505,14531.5,0.115188661075051,0.9131065,42.9236985,NA,44.6485005,0.62589997,44.6485005,384115,387792,783875,0.4947,0.490020730346037,0.00467926965396265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"314",1975,"Kansas","KS","Bennett, Robert F.",1,0,4,2,0,0,0,0,3.999999875,0.297264495,19792.75,0.109593225997808,0.90712501,41.1504755,-0.116116334333333,44.00750075,0.49759999,44.00750075,348015,363835,736246,0.4942,0.472688476405984,0.0215115235940161,NA,NA,502752,430421,NA,957845,0.525,0.449,NA,NA,NA,0
"315",1979,"Kansas","KS","Carlin, John",1,1,4,2,0,0,0,0,4.57500005,0.4252759975,30016.75,0.101405928759619,0.977509485,33.5399995,-0.104543748,39.499999,0.51109999,39.499999,339356,405772,763263,0.5316,0.444612145485894,0.0869878545141058,NA,NA,566812,326150,68231,979795,0.579,0.333,0.07,NA,NA,1
"316",1983,"Kansas","KS","Carlin, John",2,1,4,2,1,0,0,1,6.999999925,0.50913275,39038,0.0571693787536931,0.95402351,31.53854975,-0.2357897525,42.5460005,0.54460001,42.5460005,404338,436267,840605,0.519,0.481008321387572,0.037991678612428,NA,NA,677296,333149,NA,1021991,0.663,0.326,NA,NA,NA,0
"317",1987,"Kansas","KS","Hayden, Mike",1,0,4,2,0,0,0,0,4.7750001,0.5806070125,47887.5,0.0555144593899744,0.8671047375,37.86097525,-0.183286255,43.020749,0.48100001,43.020749,333589,380609,783325,0.4859,0.425862828327961,0.0600371716720391,0.31,0.31,554049,422636,NA,993044,0.558,0.426,NA,NA,NA,0
"318",1991,"Kansas","KS","Finney, Joan",1,1,4,2,0,0,0,1,4.7750001,0.6686882525,58285,0.0511445664409938,0.941982745,36.9794245,-0.15581425,40.46800025,0.53289998,40.46800025,294733,526113,821030,0.6408,0.358979574436988,0.281820425563012,0.29,0.663333333333333,449951,390434,312358,1157335,0.389,0.337,0.27,0.34,0.57,0
"319",1995,"Kansas","KS","Graves, Bill",1,0,4,2,0,0,0,1,3.95,0.7439852525,71415.75,0.051478506321552,0.7981845,34.990326,-0.23881974275,35.94900025,0.35910001,35.94900025,168243,544882,742665,0.7337,0.226539556866151,0.507160443133849,0.6705,0.256,583245,387659,92639,1074300,0.543,0.361,0.086,0.41,0.59,1
"320",1999,"Kansas","KS","Graves, Bill",2,0,4,2,1,0,0,1,4.025000025,0.8213019975,86946,0.0436050983889145,0.74590324,29.32564975,-0.230319255,35.2910005,0.2359,35.2910005,376830,441858,835692,0.5287,0.450919716833475,0.0777802831665254,NA,NA,622332,399276,36086,1072218,0.58,0.372,0.034,0.5,0.46,1
"321",2003,"Kansas","KS","Sebelius, Kathleen",1,1,4,2,0,0,0,1,5.075000025,0.91155225,103510.25,0.0517104620600628,0.874264255,36.88109975,-0.238466505,33.2745005,0.53969997,33.2745005,343586,491993,849700,0.579,0.404361539366835,0.174638460633165,0.5925,0.332291666666667,736456,434993,NA,1187756,0.62,0.366,NA,0.453869047619048,0.511309523809524,0
"322",2007,"Kansas","KS","Sebelius, Kathleen",2,1,4,2,1,0,0,1,4.43333333333334,0.996484985,123300.5,0.0571366673165431,0.920065495,44.591099,-0.202117995,33.7199995,0.58880001,33.7199995,NA,NA,NA,NA,NA,NA,0.636192307692308,0.322846153846154,699655,514765,NA,1235872,0.566,0.417,NA,0.398301282051282,0.575064102564103,0
"323",2009,"Kansas","KS","Parkinson, Mark",1,1,4,2,0,0,0,0,6.9625,1.017415,124857,0.0077484937353681,0.89980951,38.7821005,-0.249503505,31.696501,0.58880001,31.696501,270166,530760,838790,0.6328,0.322090153673744,0.310709846326256,0.51,0.37,NA,NA,NA,NA,NA,NA,NA,0.483,0.453,1
"324",2011,"Kansas","KS","Brownback, Sam",1,0,4,2,0,0,0,0,5.51666666666666,NA,NA,NA,NA,33.6192656666667,-0.4174,NA,NA,NA,401100,433196,869502,0.4982,0.461298536403597,0.0369014635964034,NA,NA,692634,440726,NA,1159971,0.597,0.38,NA,NA,NA,1
"325",2015,"Kansas","KS","Brownback, Sam",2,0,4,2,1,0,0,0,3.93611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671018,427005,55406,1184402,0.567,0.361,0.047,NA,NA,1
"326",1950,"Kentucky","KY","Clements, Earle C.",1,1,4,1,1,0,0,0,NA,NA,NA,NA,0.75327599,NA,NA,NA,0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"327",1951,"Kentucky","KY","Wetherby, Lawrence W.",1,1,4,1,1,1,0,0,NA,NA,NA,NA,0.736203396,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,495029,495729,NA,993148,0.498,0.499,NA,NA,NA,1
"328",1956,"Kentucky","KY","Chandler, Albert B. (Happy)",2,1,4,1,1,0,0,1,NA,NA,NA,NA,0.718292985,NA,NA,47.4715005,0.58329999,47.4715005,NA,NA,NA,NA,NA,NA,NA,NA,572192,476453,NA,1053805,0.543,0.452,NA,NA,NA,0
"329",1957,"Kentucky","KY","Chandler, Albert B. (Happy)",1,1,4,1,1,0,0,1,NA,NA,NA,NA,0.7200115,NA,NA,49.7095015,0.58329999,49.7095015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"330",1960,"Kentucky","KY","Combs, Bert T.",1,1,4,1,1,0,0,1,NA,0.08858525225,8355,NA,0.7188442475,60.28197375,NA,50.1064995,0.6056,50.1064995,NA,NA,NA,NA,NA,NA,0.505,0.425,602607,521855,NA,1124462,0.536,0.464,NA,0.715,0.26,0
"331",1964,"Kentucky","KY","Breathitt, Edward T.",1,1,4,1,1,0,0,0,NA,0.10676100025,9927.75,0.072296464356274,0.7931754875,45.06459975,NA,52.2732495,0.50739998,52.2732495,425674,453323,886146,0.5116,0.480365537958756,0.0312344620412437,0.54,0.42,372977,669659,NA,1046105,0.357,0.64,NA,0.571052631578947,0.289473684210526,1
"332",1968,"Kentucky","KY","Nunn, Louie B.",1,0,4,1,1,0,0,1,NA,0.144084,13732.25,0.0899521214269065,0.9005789925,42.19442525,NA,45.94200025,0.48379999,45.94200025,412653,470722,930792,0.5057,0.443335353118634,0.0623646468813656,NA,NA,462411,397541,193098,1055893,0.438,0.376,0.183,NA,NA,1
"333",1972,"Kentucky","KY","Ford, Wendell H.",1,1,4,1,1,0,0,1,NA,0.187347996666667,18997,0.108046405840425,0.784091313333333,43.5073,NA,44.1770006666667,0.53200001,44.1770006666667,NA,NA,NA,NA,NA,NA,NA,NA,676446,371159,NA,1067499,0.634,0.348,NA,NA,NA,0
"334",1975,"Kentucky","KY","Caroll, Julian",1,1,4,1,1,1,0,1,5.67999992,0.267163204,29309.4,0.111217003466032,0.710243,40.9010596,-0.12024925175,39.4991996,0.62840003,39.4991996,329638,514123.5,843761.5,0.61125,0.388732870662703,0.222517129337297,NA,NA,531852,615717,NA,1167142,0.456,0.528,NA,NA,NA,0
"335",1980,"Kentucky","KY","Brown, John Y. Jr.",1,1,4,1,1,0,0,0,8.774999925,0.395512,41090.25,0.0536847769191797,0.7190665025,45.68797475,-0.16448850325,37.37024975,0.5941,37.37024975,454650,561674,1030628,0.545,0.441138800808827,0.103861199191173,0.4675,0.46,635274,616417,31127,1294627,0.491,0.476,0.024,NA,NA,1
"336",1984,"Kentucky","KY","Collins, Martha Layne",1,1,4,1,1,0,0,1,9.22500015,0.4610792475,52679.5,0.063472929085105,0.7353972475,44.9008515,-0.115934247,41.30300025,0.55220002,41.30300025,273141,504674,777815,0.6488,0.351164479985601,0.297635520014399,0.40375,0.5125,821702,539539,NA,1369345,0.6,0.394,NA,0.5325,0.445416666666667,0
"337",1988,"Kentucky","KY","Wilkinson, Wallace G.",1,1,4,1,1,0,0,1,6.82500005,0.5353765025,66866.75,0.0625408177912073,0.7223997425,41.30245025,-0.17158174925,42.40974975,0.64850003,42.40974975,294452,540468,834920,0.6473,0.352670914578642,0.294629085421358,0.508095238095238,0.36827380952381,734281,580368,NA,1322517,0.555,0.439,NA,0.620833333333333,0.2975,0
"338",1992,"Kentucky","KY","Jones, Brereton C.",1,1,4,1,1,0,0,1,5.85,0.61019425,84677.5,0.0642299297762803,0.7517897475,42.54152475,-0.1987254975,36.52974975,0.6473,36.52974975,479227,500787,983979,0.5089,0.487029702869675,0.021870297130325,0.438125,0.455208333333333,617178,665104,203944,1492900,0.413,0.446,0.137,0.3525,0.621458333333333,0
"339",1996,"Kentucky","KY","Patton, Paul E.",1,1,4,2,0,0,0,0,5.024999975,0.680877745,105315.75,0.0540435936284838,0.8219762575,33.081875,-0.16664374975,28.455,0.51709998,28.455,128788,352099,580074,0.607,0.222019949178898,0.384980050821102,0.531111111111111,0.394444444444444,623283,636614,120396,1388708,0.449,0.458,0.087,0.488666666666667,0.506,1
"340",2000,"Kentucky","KY","Patton, Paul E.",2,1,4,2,1,0,0,0,5.3499999,0.7583787575,118979.75,0.0251968213167509,0.897903995,18.217572775,-0.18142325,35.4035005,0.73220003,35.4035005,487159,596284,1083443,0.5504,0.449639713395167,0.100760286604833,0.475,0.445,872492,638898,23192,1544187,0.565,0.414,0.015,0.662222222222222,0.306666666666667,1
"341",2004,"Kentucky","KY","Fletcher, Ernie",1,0,4,2,0,0,0,0,5.54374995,0.85766825,142418.5,0.0488190800639634,0.98492025,41.7693995,-0.149623755,33.474249,0.44960001,33.474249,435773,619552,1055325,0.5871,0.412927771065785,0.174172228934215,0.387979797979798,0.520517676767677,1069439,712733,NA,1795882,0.595,0.397,NA,0.451889880952381,0.519136904761905,0
"342",2008,"Kentucky","KY","Beshear, Steven L.",1,1,4,2,0,0,0,1,9.08541666666667,0.944204353333333,158216.666666667,0.0254163401257412,0.976493003333333,43.05850025,-0.2547337525,33.743,0.58710003,33.743,294034,464245,833139,0.5572,0.352923101667309,0.204276898332691,0.477272727272727,0.44409090909091,1048462,751985,NA,1826508,0.574,0.412,NA,0.422307692307692,0.536653846153846,0
"343",2012,"Kentucky","KY","Beshear, Steven L.",2,1,4,2,1,0,0,0,6.98333333333333,NA,NA,NA,NA,38.285299,NA,NA,NA,NA,426620,511374,973692,0.5252,0.43814676509615,0.0870532349038505,NA,NA,1087190,679370,NA,1797212,0.605,0.378,NA,NA,NA,1
"344",2016,"Kentucky","KY","Bevin, Matt",1,0,4,2,0,NA,0,0,5.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202971,628854,53752,1924149,0.625,0.327,0.028,NA,NA,1
"345",1950,"Louisiana","LA","Long, Earl K.",1,1,4,1,1,0,0,0,NA,NA,NA,NA,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"346",1952,"Louisiana","LA","Long, Earl K./Kennon, Robert F.",0,1,4,1,0,1,0,0,NA,NA,NA,NA,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,306925,345027,NA,651952,0.471,0.529,NA,NA,NA,1
"347",1953,"Louisiana","LA","Kennon, Robert F.",1,1,4,1,1,0,0,1,NA,NA,NA,NA,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"348",1956,"Louisiana","LA","Long, Earl K.",2,1,4,1,1,1,0,1,NA,NA,NA,NA,0.5,NA,NA,46.11225025,1,46.11225025,NA,NA,NA,NA,NA,NA,NA,NA,329047,243977,NA,617544,0.533,0.395,NA,NA,NA,0
"349",1960,"Louisiana","LA","Davis, James H.",1,1,4,1,1,1,0,1,NA,0.08978124875,9659,NA,0.527234495,34.55112425,NA,50.45874975,0.82569999,50.45874975,NA,NA,NA,NA,NA,NA,NA,NA,230980,407339,NA,807891,0.286,0.504,NA,NA,NA,0
"350",1964,"Louisiana","LA","McKeithen, John J.",1,1,4,1,1,1,0,0,NA,0.10782625,12179.25,0.0977229461383199,0.5799417525,23.902625,NA,59.046501,0.61199999,59.046501,NA,NA,NA,NA,NA,NA,0.64,0.28,509225,387068,NA,896293,0.568,0.432,NA,0.400526315789474,0.461578947368421,1
