"","year","state","st","gov_name","term_in_office","gov_party","last_term","term_length","limit_type","lame_duck_last_term","gov_pres_same_elect_year","gov_pres_same_party","winner_endorsements","winner_primary_candidates","runnerup_endorsements","runnerup_primary_candidates","unemployment","state_cpi","gross_state_product","change_gsp","total_debt_outstanding_gsp","change_total_debt_outstanding_gsp","scaled_total_debt_outstanding_gsp","change_scaled_total_debt_outstanding_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"853",1971,"South Dakota","SD","Kneip, Richard F.",1,1,0,2,0,0,0,1,0,1,NA,NA,NA,0.203925505,2851,0.118350968502652,1.320975,0.0309975663067359,-3.345341086,0.0328788585258156,0.881575015,47.6411,NA,50.753,0.5485,123165,185012,308177,0.6003,0.399656690797821,0.200643309202179,NA,NA,166476,139945,NA,307415,0.542,0.455,NA,NA,NA,0
"854",1973,"South Dakota","SD","Kneip, Richard F.",2,1,0,2,2,0,0,1,NA,NA,NA,NA,NA,0.242363995,3962,0.150715141951754,1.00516249,-0.0980239815786365,-3.6351915309,0.0295354390915454,0.945088,42.9424495,NA,46.8715,0.60030001,129077,149151,278228,0.5361,0.46392526992251,0.0721747300774904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"855",1975,"South Dakota","SD","Kneip, Richard F.",3,1,1,4,2,0,0,1,NA,NA,NA,NA,3.4666667,0.29098,4720.33333333333,0.0888371095516181,2.67935666666667,0.689528634045483,-2.05850608493333,-0.382645663585301,0.95250068,49.9799003333333,-0.1779735,43.962334,0.53619999,NA,NA,NA,NA,NA,NA,NA,NA,151505,147068,NA,300678,0.504,0.489,NA,NA,NA,0
"856",1978,"South Dakota","SD","Kneip, Richard F. followed by Harvey L. Wollman",999,1,1,4,2,0,0,0,NA,NA,NA,NA,3.0999999,0.33726701,5971,0.167122752150117,NA,NA,NA,NA,0.90264398,47.256001,-0.26392499,42.264999,0.4337,112679,147116,259795,0.5663,0.433722742931927,0.132577257068073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"857",1979,"South Dakota","SD","Janklow, William J.",1,0,0,4,2,0,0,1,0,3,NA,NA,3.8624999625,0.58767887875,13364.375,0.0584782909574815,9.3340225,0.0565495134710929,3.269758389825,0.222803688942191,0.80411149625,44.997037375,-0.29717112375,34.772875375,0.4337,83304.5,182025,269376,0.67455,0.309885096710649,0.364664903289351,0.48,0.5,174443,121594,26340.5,325764.5,0.535,0.3735,0.081,0.365,0.635,1
"858",1983,"South Dakota","SD","Janklow, William J.",2,0,1,4,2,1,0,0,NA,NA,NA,NA,3.8875,0.66843737625,16992.875,0.0702532710679617,10.0299401625,0.0254652471854638,3.276907993625,-0.0362574144885862,0.72855224375,45.07839975,-0.32544900125,37.235249625,0.2913,141080.5,171231.5,314500,0.5429,0.450585400326692,0.0923145996733077,NA,NA,195483.5,117458.5,NA,317068,0.6165,0.3705,0,0.62125,0.36125,0
"859",1987,"South Dakota","SD","Mickelson, George S.",1,0,0,4,2,0,0,0,0,4,NA,NA,3.999999925,0.580650745,11600.5,0.0613456777783763,14.538375,0.0251709410317529,7.4116316949,0.0958891424219299,0.77448775,55.8359995,-0.18874925225,44.56750025,0.48190001,105525,151198,256723,0.589,0.411046147014486,0.177953852985514,0.575,0.345,165415,145560,NA,312991,0.528,0.465,NA,NA,NA,0
"860",1991,"South Dakota","SD","Mickelson, George S.",2,0,1,4,2,1,0,0,NA,NA,NA,NA,3.25,0.6521695,14311,0.079683826436907,12.72935,-0.046890910583876,5.2369244568,-0.130182805552097,0.831640005,51.3068505,-0.270563005,43.0249995,0.41049999,NA,NA,NA,NA,NA,NA,0.56,0.43,136718,124888,73295,336254,0.407,0.371,0.218,NA,NA,0
"861",1993,"South Dakota","SD","Mickelson, George S. followed by Walter D. Miller",999,0,1,4,2,1,0,1,NA,NA,NA,NA,3.5,0.67944402,16105,0.0818890232433158,NA,NA,NA,NA,0.89191097,51.223,-0.47211999,41.450001,0.41049999,NA,NA,NA,NA,NA,NA,0.565,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"862",1994,"South Dakota","SD","Miller, Walter D.",0,0,1,4,2,0,0,1,NA,NA,NA,NA,3.3,0.69834,17330,0.0760633343682087,9.6969805,-0.141183719921,2.761970124,-0.317970739403426,0.890194,42.358002,-0.209646,37.050999,0.4226,126273,172515,311613,0.5536,0.405223787197582,0.148376212802418,0.59,0.41,NA,NA,NA,NA,NA,NA,NA,0.385,0.585,1
"863",2003,"South Dakota","SD","Rounds, Mike",1,0,0,4,2,0,0,0,0,3,NA,NA,3.55416664166667,0.917637245,30892.25,0.041612535200235,8.813342325,0.0418435773802092,1.6089526945,0.345084389766869,0.74506551,50.880025,-0.2233482475,35.697499,0.42480001,121226,206990,335508,0.6169,0.361320743469604,0.255579256530396,0.7240625,0.213835227272727,232584,149244,NA,388215,0.599,0.384,NA,0.496147186147186,0.483701298701299,0
"864",2007,"South Dakota","SD","Rounds, Mike",2,0,1,4,2,1,0,0,NA,NA,NA,NA,3.95625,1.01044825,37880.75,0.0536075217249234,9.08098505,-0.024378644352082,1.1566633485,-0.252229772511938,0.764428495,48.85312575,-0.2008575,37.97175025,0.36930001,122037,195046,317083,0.6151,0.384873991983172,0.230226008016828,NA,NA,203054,170924,NA,381975,0.532,0.447,NA,0.545,0.37,0
"865",2011,"South Dakota","SD","Daugaard, Dennis",1,0,0,4,2,0,0,0,0,5,NA,NA,4.04583333333333,NA,NA,NA,NA,NA,NA,NA,NA,45.673467,-0.050988998,NA,NA,70549,195477,277403,0.7047,0.254319527907052,0.450380472092948,NA,NA,210610,145039,NA,363815,0.579,0.399,NA,NA,NA,1
"866",2015,"South Dakota","SD","Daugaard, Dennis",2,0,1,4,2,1,0,0,NA,NA,NA,NA,3.14722222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227721,117458,20850,370093,0.615,0.317,0.056,NA,NA,1
"867",1950,"Tennessee","TN","Browning, Gordon",1,1,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65321398,NA,NA,NA,0.7809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"868",1951,"Tennessee","TN","Browning, Gordon",2,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64377049,NA,NA,NA,0.7809,NA,NA,NA,NA,NA,NA,NA,NA,446147,443710,NA,892553,0.5,0.497,NA,NA,NA,1
"869",1953,"Tennessee","TN","Clement, Frank G.",1,1,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62808302,NA,NA,NA,0.79369998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"870",1955,"Tennessee","TN","Clement, Frank G.",2,1,0,4,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6006577625,NA,NA,48.1170003333333,1,NA,NA,NA,NA,NA,NA,NA,NA,462288,456507,NA,939404,0.492,0.486,NA,NA,NA,0
"871",1959,"Tennessee","TN","Ellington, Buford",1,1,0,4,1,1,0,1,NA,NA,NA,NA,NA,0.0843699996666667,NA,NA,NA,NA,NA,NA,0.6165914975,43.1937,NA,48.8929995,0.87379998,NA,NA,NA,NA,NA,NA,NA,NA,556577,481453,NA,1051792,0.529,0.458,NA,NA,NA,0
"872",1963,"Tennessee","TN","Clement, Frank G.",3,1,1,4,1,1,0,0,NA,NA,NA,NA,NA,0.09827749875,10403.25,0.0978931048992923,1.758515,0.0452378638916685,-2.2031421396,-0.00221246279306405,0.6597347575,36.88127525,NA,50.91650025,0.75959998,NA,NA,NA,NA,NA,NA,0.39,0.54,508965,634947,NA,1143946,0.445,0.555,NA,0.448947368421053,0.361052631578947,1
"873",1967,"Tennessee","TN","Ellington, Buford",2,1,1,4,1,1,0,0,NA,NA,NA,NA,NA,0.1308825,14459.75,0.0769244074320474,2.468112475,0.0799914768682129,-1.8725565397,-0.0322933393251566,0.7439452425,30.1378,NA,55.84974975,1,509521,575777,1108247,0.5195,0.45975400790618,0.0597459920938203,NA,NA,472592,351233,424792,1248617,0.378,0.281,0.34,NA,NA,1
"874",1971,"Tennessee","TN","Dunn, Winfield",1,0,1,4,1,1,0,0,NA,NA,NA,NA,NA,0.179802255,21612.25,0.117701844115432,2.7792425,0.0168924828371127,-1.87409255345,0.00785852522731131,0.9384502475,31.7146245,NA,49.8225,0.46950001,455467,576833,1040714,0.5543,0.437648575881558,0.116651424118442,NA,NA,813147,357293,NA,1201182,0.677,0.297,NA,NA,NA,0
"875",1975,"Tennessee","TN","Blanton, Ray",1,1,1,4,1,1,0,1,NA,NA,NA,NA,6.60000015,0.2537770025,32243.5,0.11101567366736,3.306412475,0.0724011444813771,-1.50700227705,-0.0544698595135239,0.828816505,37.74437425,-0.078665999,43.37125,0.55879998,523495,661959,1189695,0.5564,0.440024544105842,0.116375455894158,NA,NA,633969,825879,NA,1476345,0.429,0.559,NA,NA,NA,0
"876",1979,"Tennessee","TN","Alexander, Lamar",1,0,0,4,2,0,0,1,NA,NA,NA,NA,8.4750001,0.36877525,47369,0.0810055511606666,3.099377525,-0.040892854092216,-2.35870992485,0.18374985970358,0.9203052525,41.0054505,-0.20686875,38.5625,0.44159999,500937,737963,1238927,0.5956,0.404331328641639,0.191268671358361,NA,NA,787761,783051,35991,1617616,0.487,0.484,0.022,NA,NA,1
"877",1983,"Tennessee","TN","Alexander, Lamar",2,0,1,4,2,1,0,0,NA,NA,NA,NA,9.2750001,0.4509899925,65692.5,0.0895442245087331,2.89990745,-0.00571242900408156,-3.79098258725,0.149332461418943,0.9422409825,46.5289,-0.1514344995,43.90299975,0.4043,553449,656602,1210339,0.5425,0.457267757215127,0.0852322427848726,0.61,0.36,990212,711714,NA,1711994,0.578,0.416,NA,NA,NA,0
"878",1987,"Tennessee","TN","McWherter, Ned R.",1,1,0,4,2,0,0,1,NA,NA,NA,NA,5.67499995,0.5219544975,88434.25,0.0648364183289333,2.74364745,-0.0118932573518003,-4.3830958551,-0.0246144768886074,0.820234765,48.617176,-0.1766197525,45.48425,0.54259998,289348,480885,790441,0.6084,0.366058946841067,0.242341053158933,NA,NA,947233,679794,NA,1636250,0.579,0.415,NA,NA,NA,0
"879",1991,"Tennessee","TN","McWherter, Ned R.",2,1,1,4,2,1,0,1,NA,NA,NA,NA,5.875,0.6018330025,115582.75,0.084037284977432,2.371745025,-0.0756843197882497,-4.9185863856,0.0356192157384075,0.8072887525,42.20319925,-0.1813827525,40.4972495,0.6243,664243,807107,1487124,0.5427,0.446662820316261,0.0960371796837386,0.50375,0.45875,841300,933521,199968,1982638,0.424,0.471,0.101,0.557777777777778,0.395555555555556,0
"880",1995,"Tennessee","TN","Sundquist, Don",1,0,0,4,2,0,0,1,NA,NA,NA,NA,4.974999925,0.672207505,149173.25,0.0582966939998191,2.080162475,-0.00657115910984168,-4.5902782955,-0.00987405510310915,0.9427007575,35.661625,-0.2348462475,32.34599925,0.4515,287750,669973,976236,0.6863,0.294754547056245,0.391545452943755,0.553333333333333,0.34,863530,909146,105918,1894105,0.456,0.48,0.056,0.385833333333333,0.609166666666667,1
"881",1999,"Tennessee","TN","Sundquist, Don",2,0,1,4,2,1,0,1,NA,NA,NA,NA,4.375,0.744980515,181770.25,0.0434957691253904,1.875050025,-0.0102343999081208,-4.9401242755,0.0271443915616855,0.98678425,40.0503255,-0.1747330025,35.55174975,0.30050001,786803,837284,1653167,0.5065,0.475936792834602,0.0305632071653982,0.465,0.51,1061949,981720,19781,2076181,0.511,0.473,0.01,0.591666666666667,0.373333333333334,1
"882",2003,"Tennessee","TN","Bredesen, Phil",1,1,0,4,2,0,0,1,NA,NA,NA,NA,5.42083335833333,0.835917995,218890.75,0.0520944112801333,1.65608995,-0.0365330078554418,-5.5482996805,0.0211499350530462,0.9306777575,41.3762235,-0.33048799,34.60799925,0.51550001,540853,1247491,1818549,0.686,0.297409088234631,0.388590911765369,0.619229166666667,0.264479166666667,1384375,1036477,NA,2437319,0.568,0.425,NA,0.4834375,0.49,0
"883",2007,"Tennessee","TN","Bredesen, Phil",2,1,1,4,2,1,0,1,NA,NA,NA,NA,7.84583333333332,0.9442242525,247282.25,0.0189957937485018,1.9366875,0.0922761228042481,-5.9876342015,0.00937422582506006,0.96508077,44.0010005,-0.3185457525,32.50825075,0.69760001,529851,1041545,1601549,0.6503,0.330836583832277,0.319463416167723,0.603333333333333,0.191666666666667,1479178,1087437,NA,2599749,0.569,0.418,NA,0.396666666666667,0.53,0
"884",2011,"Tennessee","TN","Haslam, Bill",1,0,0,4,2,0,0,0,NA,NA,NA,NA,7.77916666666667,NA,NA,NA,NA,NA,NA,NA,NA,36.5592,-0.239666,NA,NA,309237,951796,1353728,0.7031,0.22843362920764,0.47466637079236,NA,NA,1462330,960709,NA,2458577,0.595,0.391,NA,NA,NA,1
"885",2015,"Tennessee","TN","Haslam, Bill",2,0,1,4,2,1,0,0,NA,NA,NA,NA,4.67777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522925,870695,70397,2508027,0.607,0.347,0.028,NA,NA,1
"886",1950,"Texas","TX","Shivers, Allan",1,1,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53046697,NA,NA,NA,0.9023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"887",1951,"Texas","TX","Shivers, Allan",2,1,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526883485,NA,NA,NA,0.9023,NA,NA,NA,NA,NA,NA,NA,NA,1102878,969228,NA,2075946,0.531,0.467,NA,NA,NA,1
"888",1953,"Texas","TX","Shivers, Allan",3,1,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513037505,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"889",1955,"Texas","TX","Shivers, Allan",4,1,1,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51798451,NA,NA,43.334,0.89590001,NA,NA,NA,NA,NA,NA,NA,NA,1080619,859958,NA,1955168,0.553,0.44,NA,NA,NA,0
"890",1957,"Texas","TX","Price, Daniel",1,1,0,2,0,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533371985,NA,NA,50.1064985,0.8409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"891",1959,"Texas","TX","Price, Daniel",2,1,0,2,0,0,0,1,NA,NA,NA,NA,NA,0.082158998,NA,NA,NA,NA,NA,NA,0.538324505,27.476,NA,52.0044995,0.88080001,NA,NA,NA,NA,NA,NA,NA,NA,1121310,1167567,NA,2311084,0.485,0.505,NA,NA,NA,0
"892",1961,"Texas","TX","Price, Daniel",3,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,0.084584501,NA,NA,NA,NA,NA,NA,0.560973525,30.7977505,NA,53.196501,0.7277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"893",1963,"Texas","TX","Connally, John B.",1,1,0,2,0,0,0,0,NA,NA,NA,NA,NA,0.089976497,30304,0.0719267058662656,1.60365995,0.0240821557814788,-2.2983084943,0.0285648144514761,0.596925975,40.6280995,NA,52.3950005,0.54229999,NA,NA,NA,NA,NA,NA,0.81,0.17,958566,1663185,NA,2626811,0.365,0.633,NA,NA,NA,1
"894",1965,"Texas","TX","Connally, John B.",2,1,0,2,0,0,0,0,NA,NA,NA,NA,NA,0.1000339995,35316,0.0829588714506232,1.6173,0.0118589105903771,-2.4040458349,0.0148290553870687,0.590507,27.1048005,NA,53.316,0.73940003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"895",1967,"Texas","TX","Connally, John B.",3,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,0.1156,42195.5,0.0999438602702551,1.864785,0.0756047921862482,-2.4257835933,-0.00196778840837725,0.58143699,32.2922,NA,46.1015015,0.73820001,1254333,1662019,2916509,0.5699,0.430080277482428,0.139819722517572,NA,NA,1227844,1266804,584269,3079216,0.399,0.411,0.19,NA,NA,1
"896",1969,"Texas","TX","Smith, Preston",1,1,0,2,0,0,0,1,NA,NA,0,8,NA,0.137921505,50444.5,0.0844697012504984,1.934395,0.004644063219299,-2.4563744361,0.018173034036139,0.616542515,24.0414495,NA,44.776501,0.56989998,1037723,1197736,2235855,0.5357,0.464128040503521,0.0715719594964789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"897",1971,"Texas","TX","Smith, Preston",2,1,1,2,0,0,0,1,NA,NA,NA,NA,NA,0.1580735,60681.5,0.106276466201665,2.090675,0.0407916891656422,-2.575641086,0.0253313707821673,0.647490505,26.3506995,NA,47.893499,0.53579998,1534060,1633913,3410071,0.4791,0.449861601122088,0.0292383988779119,NA,NA,2298896,1154289,NA,3471281,0.662,0.333,NA,NA,NA,0
"898",1973,"Texas","TX","Briscoe, Dolph",1,1,0,2,0,0,0,1,NA,NA,NA,NA,NA,0.18990751,79613.5,0.154893119339385,2.160815,0.00817924315377994,-2.4795390209,-0.0205374721578181,0.659261015,30.2845485,NA,42.6145,0.5158,514725,1016334,1654957,0.6141,0.31102016547862,0.30307983452138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"899",1975,"Texas","TX","Briscoe, Dolph",2,1,1,4,0,0,0,1,NA,NA,NA,NA,5.350000025,0.25072725,123014,0.149527685176051,1.712525,-0.0950841819979885,-3.10088975205,0.0976609136039067,0.6540300125,26.53749975,-0.211039663333333,41.34425075,0.6638,1166979,1183839,2369764,0.4996,0.492445239272771,0.00715476072722854,NA,NA,1953300,2082319,NA,4071884,0.48,0.511,NA,NA,NA,0
"900",1979,"Texas","TX","Clements, William P.",1,0,0,4,0,0,0,1,0,3,NA,NA,5.399999975,0.3692415025,220000.25,0.150639142901098,1.16047502,-0.0854819361738563,-4.29761242985,0.0736842465155992,0.794153495,25.76354975,-0.2465557475,35.47824975,0.4964,1465937,1697870,3191091,0.5321,0.459384267010875,0.072715732989125,NA,NA,2510705,1881147,111613,4541636,0.553,0.414,0.025,NA,NA,1
"901",1983,"Texas","TX","White, Mark",1,1,1,4,0,0,0,1,2,6,NA,NA,7.449999925,0.447786255,289116.25,0.0337697928968755,1.514879975,0.166979427932309,-5.17601006225,0.0545292479534723,0.7668892625,35.6529235,-0.235333745,40.836749,0.53649998,1584515,1813779,3441460,0.527,0.46041941501572,0.0665805849842799,0.395,0.491111111111111,3433428,1949276,NA,5397571,0.636,0.361,NA,0.66,0.32,0
"902",1987,"Texas","TX","Clements, William P.",2,0,1,4,0,0,0,0,7,3,NA,NA,7.14999985,0.512681255,339229,0.0643399101262612,2.076390025,0.0368348544718808,-5.0503532801,-0.0364142239439444,0.8703092625,36.7982495,-0.21034275,44.47225,0.46630001,1826231,1925670,3892487,0.4947,0.469168169347772,0.0255318306522282,0.320833333333333,0.559166666666667,3036829,2352748,NA,5427410,0.56,0.433,NA,0.57625,0.370416666666667,0
"903",1991,"Texas","TX","Richards, Ann W.",1,1,1,4,0,0,0,1,1,6,NA,NA,6.875,0.5897589925,432435,0.0587354738410449,1.950357475,-0.0124437369328192,-5.3399739356,0.000556782034727782,0.83167799,34.5308,-0.2105882475,40.02099975,0.51230001,2016928,2350994,4396242,0.5348,0.458784571004053,0.0760154289959469,0.555047619047619,0.385952380952381,2496071,2281815,1354781,6154018,0.406,0.371,0.22,0.397888888888889,0.520666666666667,0
"904",1995,"Texas","TX","Bush, George W.",1,0,0,4,0,0,0,1,4,2,NA,NA,5.26666673333333,0.655568745,574131.75,0.0747482044816185,2.233787475,0.0560533344925632,-4.4366532955,-0.0270282479651892,0.9562650025,37.568125,-0.2125145075,29.24399975,0.46180001,1165444,2551454,3738483,0.6825,0.311742490202577,0.370757509797423,0.667625,0.2635,2736167,2459683,378537,5611644,0.488,0.438,0.067,0.443888888888889,0.613333333333334,1
"905",1999,"Texas","TX","Bush, George W.",2,0,1,4,0,0,0,1,NA,NA,NA,NA,4.39999985,0.705878525,702309.5,0.0746767667660917,2.40867495,0.0811556332843709,-4.267598649,-0.036662345934395,0.9677375,40.619499,-0.194515495,29.3315,0.3136,NA,NA,NA,NA,NA,NA,0.72,0.24,3799639,2433746,137994,6407637,0.593,0.38,0.022,0.545,0.52,1
"906",2001,"Texas","TX","Perry, Rick",0,0,0,4,0,0,0,0,NA,NA,NA,NA,5.5500002,0.743806515,775587,0.0352015987059509,2.3982049,0.0106327257693804,-4.555870102,0.0567345953057585,0.935357005,43.070551,-0.2407375,36.4144995,0.3136,1819798,2632591,4553987,0.5781,0.399605444635657,0.178494555364343,0.532083333333333,0.23,NA,NA,NA,NA,NA,NA,NA,0.723333333333333,0.253333333333333,0
"907",2003,"Texas","TX","Perry, Rick",1,0,0,4,0,0,0,0,NA,NA,NA,NA,5.77500005,0.8117034875,951257.25,0.0882652694817161,2.13225245,0.0257703469879787,-5.0721371805,0.0338643688483316,0.8319225025,45.252226,-0.2415634975,35.81425,0.40869999,1310337,1716792,4399116,0.3903,0.297863707162985,0.0924362928370155,0.440208333333333,0.470833333333333,4526917,2832704,NA,7410765,0.611,0.382,NA,0.535888888888889,0.436611111111111,0
"908",2007,"Texas","TX","Perry, Rick",2,0,0,4,0,0,0,0,NA,NA,NA,NA,6.2,0.9186469925,1150000,0.0246212121212121,2.7606675,0.123602017934925,-5.1636542015,-0.00879395641956704,0.8140137325,44.9565,-0.2429377475,36.41349975,0.43290001,2106395,2737481,4979870,0.5497,0.42298192523098,0.12671807476902,0.518333333333333,0.414166666666667,4479328,3528633,NA,8077795,0.555,0.437,NA,0.447460317460318,0.523333333333333,0
"909",2011,"Texas","TX","Perry, Rick",3,0,1,4,0,0,0,0,NA,NA,NA,NA,6.46458333333333,NA,NA,NA,NA,NA,NA,NA,NA,38.217833,-0.28130099,NA,NA,1835596,2796547,4718268,0.5927,0.38904021560454,0.20365978439546,NA,NA,4569843,3308124,NA,7993851,0.572,0.414,NA,NA,NA,1
"910",2015,"Texas","TX","Abbott, Greg",1,0,1,4,0,0,0,0,NA,NA,NA,NA,4.44166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685047,3877868,283492,8969226,0.522,0.432,0.032,NA,NA,1
"911",1950,"Utah","UT","Lee, J. Bracken",1,0,0,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97212134,NA,NA,NA,0.4501,NA,NA,NA,NA,NA,NA,NA,NA,194190,135364,NA,329554,0.589,0.411,NA,NA,NA,1
"912",1953,"Utah","UT","Lee, J. Bracken",2,0,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83954124,NA,NA,47.248001,0.44909999,NA,NA,NA,NA,NA,NA,NA,NA,215631,118364,NA,333995,0.646,0.354,NA,NA,NA,0
"913",1957,"Utah","UT","Clyde, George Dewey",1,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,0.111622,NA,NA,NA,NA,NA,NA,0.8899147375,50.920502,NA,48.97500025,0.46669999,NA,NA,NA,NA,NA,NA,NA,NA,205361,169248,NA,374709,0.548,0.452,NA,NA,NA,0
"914",1961,"Utah","UT","Clyde, George Dewey",2,0,1,4,0,0,0,1,NA,NA,NA,NA,NA,0.118596,3038,0.0266844563042028,0.728801015,0.0934616283423402,-3.1731674293,0.0119877320488631,0.968533755,46.59742475,NA,52.08725075,0.4734,NA,NA,NA,NA,NA,NA,0.45,0.53,181785,219628,NA,401413,0.453,0.547,NA,NA,NA,1
