"","st","OH","NAME","PARTY","ELECYR","POSPCT","NEGPCT","RATINGSC"
"1462","GA",13,"Perdue",2,2002,53,37,3
"1463","GA",13,"Perdue",2,2002,51,42,3
"1464","GA",13,"Perdue",2,2002,61,34,3
"1465","GA",13,"Perdue",2,2002,57,31,3
"1466","GA",13,"Perdue",2,2002,57,37,3
"1467","GA",13,"Perdue",2,2002,56,29,3
"1468","GA",13,"Perdue",2,2002,55,40,3
"1469","GA",13,"Perdue",2,2002,55,30,3
"1470","GA",13,"Perdue",2,2002,60,33,3
"1471","GA",13,"Perdue",2,2002,61,37,1
"1472","GA",13,"Perdue",2,2002,59,34,3
"1473","GA",13,"Perdue",2,2002,59,28,3
"1474","GA",13,"Perdue",2,2002,60,34,3
"1475","GA",13,"Perdue",2,2002,58,26,3
"1476","GA",13,"Perdue",2,2002,52,40,3
"1477","GA",13,"Perdue",2,2002,59,34,3
"1478","GA",13,"Perdue",2,2002,56,28,3
"1479","GA",13,"Perdue",2,2002,60,35,3
"1480","GA",13,"Perdue",2,2002,63,31,3
"1481","GA",13,"Perdue",2,2002,58,37,3
"1482","GA",13,"Perdue",2,2002,63,33,3
"1483","GA",13,"Perdue",2,2002,56,33,3
"1484","GA",13,"Perdue",2,2002,63,31,3
"1485","GA",13,"Perdue",2,2002,55,34,3
"1486","GA",13,"Perdue",2,2002,54,36,3
"1487","GA",13,"Perdue",2,2002,62,33,3
"1488","GA",13,"Perdue",2,2002,55,35,3
"1489","GA",13,"Perdue",2,2002,53,38,3
"1490","GA",13,"Perdue",2,2002,62,35,3
"1491","GA",13,"Perdue",2,2006,57,30,3
"1492","GA",13,"Perdue",2,2006,52,37,3
"1493","GA",13,"Perdue",2,2006,57,34,3
"1494","GA",13,"Perdue",2,2006,55,37,3
"1495","GA",13,"Perdue",2,2006,56,35,3
"1496","GA",13,"Perdue",2,2006,57,32,3
"1497","GA",13,"Perdue",2,2006,56,34,3
"1498","GA",13,"Perdue",2,2006,57,33,3
"1499","GA",13,"Perdue",2,2006,56,31,3
"1500","GA",13,"Perdue",2,2006,57,34,3
"1501","GA",13,"Perdue",2,2006,48,42,3
"1502","GA",13,"Perdue",2,2006,51,39,3
"1503","GA",13,"Perdue",2,2006,46,49,3
"1504","GA",13,"Perdue",2,2006,53,36,3
"1505","GA",13,"Perdue",2,2006,51,31,3
"1506","GA",13,"Perdue",2,2006,50,39,3
"1507","HI",4,"Waihee",1,1986,65,35,1
"1508","HI",4,"Waihee",1,1986,63,35,1
"1509","HI",4,"Waihee",1,1990,62,36,10
"1510","HI",4,"Waihee",1,1990,26,74,1
"1511","HI",5,"Cayetano",1,1994,44,36,1
"1512","HI",5,"Cayetano",1,1994,38,61,1
"1513","HI",5,"Cayetano",1,1994,42,57,1
"1514","HI",5,"Cayetano",1,1994,38,61,1
"1515","HI",5,"Cayetano",1,1994,35,65,6
"1516","HI",5,"Cayetano",1,1994,30,68,2
"1517","HI",5,"Cayetano",1,1994,27,73,6
"1518","HI",5,"Cayetano",1,1994,28,71,6
"1519","HI",5,"Cayetano",1,1994,37,63,6
"1520","HI",5,"Cayetano",1,1998,42,57,6
"1521","HI",5,"Cayetano",1,1998,42,58,6
"1522","HI",5,"Cayetano",1,1998,42,58,1
"1523","HI",5,"Cayetano",1,1998,42,58,10
"1524","HI",6,"Lingle",2,2002,71,14,3
"1525","HI",6,"Lingle",2,2002,65,20,3
"1526","HI",6,"Lingle",1,2002,56,36,1
"1527","HI",6,"Lingle",1,2002,59,27,3
"1528","HI",6,"Lingle",1,2002,60,31,3
"1529","HI",6,"Lingle",1,2002,61,30,3
"1530","HI",6,"Lingle",1,2002,56,34,3
"1531","HI",6,"Lingle",1,2002,61,32,3
"1532","HI",6,"Lingle",1,2002,56,38,3
"1533","HI",6,"Lingle",1,2002,59,32,3
"1534","HI",6,"Lingle",1,2002,59,32,3
"1535","HI",6,"Lingle",1,2002,61,32,3
"1536","HI",6,"Lingle",1,2002,59,31,3
"1537","HI",6,"Lingle",1,2002,59,31,3
"1538","HI",6,"Lingle",1,2002,66,27,3
"1539","HI",6,"Lingle",1,2002,62,33,3
"1540","HI",6,"Lingle",1,2002,73,22,3
"1541","HI",6,"Lingle",1,2002,67,27,3
"1542","HI",6,"Lingle",1,2002,66,28,3
"1543","HI",6,"Lingle",1,2002,69,26,3
"1544","HI",6,"Lingle",1,2002,67,27,3
"1545","HI",6,"Lingle",1,2002,71,24,3
"1546","HI",6,"Lingle",1,2002,53,41,3
"1547","HI",6,"Lingle",1,2006,56,38,5
"1548","ID",6,"Andrus",1,1990,62,38,1
"1549","ID",6,"Andrus",1,1990,64,36,1
"1550","ID",6,"Andrus",1,1990,57,40,1
"1551","ID",6,"Andrus",1,1990,57,40,1
"1552","ID",7,"Evans",1,1982,59,38,2
"1553","ID",8,"Batt",2,1994,47,45,10
"1554","ID",8,"Batt",2,1994,53,42,1
"1555","ID",8,"Batt",2,1994,54,44,1
"1556","ID",8,"Batt",2,1994,53,42,1
"1557","ID",9,"Kempthorne",2,1998,43,55,1
"1558","ID",9,"Kempthorne",2,2002,54,33,3
"1559","ID",9,"Kempthorne",2,2002,58,32,3
"1560","ID",9,"Kempthorne",2,2002,58,31,3
"1561","ID",9,"Kempthorne",2,2002,54,36,3
"1562","ID",9,"Kempthorne",2,2002,57,35,3
"1563","ID",9,"Kempthorne",2,2002,62,31,3
"1564","ID",9,"Kempthorne",2,2002,60,32,3
"1565","ID",9,"Kempthorne",2,2002,59,32,3
"1566","ID",9,"Kempthorne",2,2002,59,11,3
"1567","ID",9,"Kempthorne",2,2002,56,34,3
"1568","ID",9,"Kempthorne",2,2002,62,33,3
"1569","ID",9,"Kempthorne",2,2002,58,34,3
"1570","ID",9,"Kempthorne",2,2002,63,31,3
"1571","ID",10,"Risch",2,2002,53,32,3
"1572","ID",10,"Risch",2,2002,44,38,3
"1573","ID",10,"Risch",2,2002,47,39,3
"1574","ID",10,"Risch",2,2002,53,36,3
"1575","ID",11,"Otter",2,2006,47,35,5
"1576","IL",4,"Kerner",1,1960,32,52,10
"1577","IL",4,"Kerner",1,1960,61,34,10
"1578","IL",8,"Thompson",2,1978,58,35,3
"1579","IL",8,"Thompson",2,1982,43,50,8
"1580","IL",8,"Thompson",2,1982,44,16,8
"1581","IL",8,"Thompson",2,1982,46,19,19
"1582","IL",8,"Thompson",2,1986,43,59,8
"1583","IL",8,"Thompson",2,1982,42,51,8
"1584","IL",8,"Thompson",2,1982,48,32,3
"1585","IL",8,"Thompson",2,1982,48,15,8
"1586","IL",8,"Thompson",2,1982,49,47,8
"1587","IL",8,"Thompson",2,1982,53,39,3
"1588","IL",8,"Thompson",2,1982,60,30,3
"1589","IL",8,"Thompson",2,1982,42,20,8
"1590","IL",8,"Thompson",2,1982,41,52,8
"1591","IL",8,"Thompson",2,1986,31,68,8
"1592","IL",8,"Thompson",2,1986,39,54,3
"1593","IL",8,"Thompson",2,1986,43,46,3
"1594","IL",8,"Thompson",2,1986,36,27,8
"1595","IL",8,"Thompson",2,1986,34,61,8
"1596","IL",8,"Thompson",2,1986,53,44,3
"1597","IL",8,"Thompson",2,1986,37,57,8
"1598","IL",8,"Thompson",2,1986,52,41,3
"1599","IL",8,"Thompson",2,1986,32,63,8
"1600","IL",9,"Edgar",2,1990,65,23,3
"1601","IL",9,"Edgar",2,1990,37,47,8
"1602","IL",9,"Edgar",2,1990,45,49,10
"1603","IL",9,"Edgar",2,1990,33,53,8
"1604","IL",9,"Edgar",2,1990,45,50,1
"1605","IL",9,"Edgar",2,1990,31,41,1
"1606","IL",9,"Edgar",2,1990,64,30,5
"1607","IL",9,"Edgar",2,1990,48,49,1
"1608","IL",9,"Edgar",2,1990,62,28,3
"1609","IL",9,"Edgar",2,1990,40,18,8
"1610","IL",9,"Edgar",2,1990,48,52,10
"1611","IL",9,"Edgar",2,1990,71,22,5
"1612","IL",9,"Edgar",2,1990,55,45,1
"1613","IL",9,"Edgar",2,1990,46,13,8
"1614","IL",9,"Edgar",2,1994,45,13,8
"1615","IL",9,"Edgar",2,1994,58,41,1
"1616","IL",9,"Edgar",2,1994,48,11,8
"1617","IL",9,"Edgar",2,1994,55,45,1
"1618","IL",9,"Edgar",2,1994,68,23,3
"1619","IL",9,"Edgar",2,1994,72,20,3
"1620","IL",9,"Edgar",2,1994,52,40,8
"1621","IL",9,"Edgar",2,1994,70,29,1
"1622","IL",9,"Edgar",2,1994,80,14,3
"1623","IL",10,"Ryan",2,1998,50,30,3
"1624","IL",10,"Ryan",2,1998,44,21,8
"1625","IL",10,"Ryan",2,1998,44,32,3
"1626","IL",10,"Ryan",2,1998,45,51,1
"1627","IL",10,"Ryan",2,1998,32,46,3
"1628","IL",10,"Ryan",2,1998,34,66,1
"1629","IL",10,"Ryan",2,1998,39,50,1
"1630","IL",10,"Ryan",2,1998,37,44,3
"1631","IL",10,"Ryan",2,1998,33,52,3
"1632","IL",11,"Blagojevich",1,2002,50,NA,NA
"1633","IL",11,"Blagojevich",1,2002,58,16,3
"1634","IL",11,"Blagojevich",1,2002,54,20,3
"1635","IL",11,"Blagojevich",1,2002,47,45,10
"1636","IL",11,"Blagojevich",1,2002,55,22,3
"1637","IL",11,"Blagojevich",1,2002,55,27,3
"1638","IL",11,"Blagojevich",1,2002,51,30,3
"1639","IL",11,"Blagojevich",1,2002,52,28,3
"1640","IL",11,"Blagojevich",1,2002,50,42,21
"1641","IL",11,"Blagojevich",1,2002,35,44,3
"1642","IL",11,"Blagojevich",1,2002,36,54,3
"1643","IL",11,"Blagojevich",1,2002,38,55,3
"1644","IL",11,"Blagojevich",1,2002,38,55,3
"1645","IL",11,"Blagojevich",1,2002,43,51,3
"1646","IL",11,"Blagojevich",1,2002,36,56,3
"1647","IL",11,"Blagojevich",1,2002,39,42,3
"1648","IL",11,"Blagojevich",1,2002,41,53,3
"1649","IL",11,"Blagojevich",1,2002,38,57,3
"1650","IL",11,"Blagojevich",1,2002,41,53,3
"1651","IL",11,"Blagojevich",1,2002,42,53,3
"1652","IL",11,"Blagojevich",1,2002,46,45,10
"1653","IL",11,"Blagojevich",1,2002,41,54,3
"1654","IL",11,"Blagojevich",1,2002,44,46,10
"1655","IL",11,"Blagojevich",1,2002,44,52,3
"1656","IL",11,"Blagojevich",1,2002,47,49,3
"1657","IL",11,"Blagojevich",1,2002,45,51,3
"1658","IL",11,"Blagojevich",1,2002,43,51,3
"1659","IL",11,"Blagojevich",1,2002,44,51,3
"1660","IL",11,"Blagojevich",1,2002,44,52,3
"1661","IL",11,"Blagojevich",1,2002,47,48,10
"1662","IL",11,"Blagojevich",1,2002,43,45,3
"1663","IL",11,"Blagojevich",1,2002,43,50,3
"1664","IL",11,"Blagojevich",1,2002,33,65,10
"1665","IL",11,"Blagojevich",1,2002,39,48,3
"1666","IL",11,"Blagojevich",1,2002,38,59,3
"1667","IL",11,"Blagojevich",1,2002,42,56,10
"1668","IL",11,"Blagojevich",1,2002,46,49,3
"1669","IL",11,"Blagojevich",1,2006,32,61,3
"1670","IL",11,"Blagojevich",1,2006,41,58,10
"1671","IL",11,"Blagojevich",1,2006,32,66,6
"1672","IL",11,"Blagojevich",1,2006,13,71,3
"1673","IL",11,"Blagojevich",1,2006,8,83,3
"1674","IL",12,"Quinn",1,2006,49,6,5
"1675","IL",12,"Quinn",1,2006,68,NA,22
"1676","IL",12,"Quinn",1,2006,39,26,3
"1677","IN",4,"Handley",2,1956,35,48,10
"1678","IN",4,"Handley",2,1956,31,56,10
"1679","IN",5,"Welsh",1,1960,17,38,10
"1680","IN",5,"Welsh",1,1960,18,62,10
"1681","IN",5,"Welsh",1,1960,19,20,10
"1682","IN",5,"Welsh",1,1960,21,65,10
"1683","IN",5,"Welsh",1,1960,26,51,10
"1684","IN",5,"Welsh",1,1960,27,50,10
"1685","IN",5,"Welsh",1,1960,28,49,10
"1686","IN",5,"Welsh",1,1960,29,48,10
"1687","IN",5,"Welsh",1,1960,33,44,10
"1688","IN",5,"Welsh",1,1960,36,60,10
"1689","IN",5,"Welsh",1,1960,38,32,10
"1690","IN",5,"Welsh",1,1960,38,47,10
"1691","IN",5,"Welsh",1,1960,41,26,10
"1692","IN",5,"Welsh",1,1960,41,45,10
"1693","IN",5,"Welsh",1,1960,46,46,10
"1694","IN",5,"Welsh",1,1960,54,34,10
"1695","IN",5,"Welsh",1,1960,57,28,10
"1696","IN",6,"Branigan",1,1964,66,24,10
"1697","IN",9,"Orr",2,1984,37,63,1
"1698","IN",9,"Orr",2,1984,46,54,1
"1699","IN",10,"Bayh",1,1988,68,19,18
"1700","IN",10,"Bayh",1,1988,73,10,3
"1701","IN",10,"Bayh",1,1988,69,9,3
"1702","IN",10,"Bayh",1,1988,68,NA,3
"1703","IN",10,"Bayh",1,1988,64,21,3
"1704","IN",10,"Bayh",1,1988,58,29,3
"1705","IN",10,"Bayh",1,1988,68,28,5
"1706","IN",10,"Bayh",1,1988,41,38,3
"1707","IN",10,"Bayh",1,1988,40,60,6
"1708","IN",10,"Bayh",1,1988,47,52,1
"1709","IN",10,"Bayh",1,1988,66,NA,NA
"1710","IN",10,"Bayh",1,1988,70,NA,NA
"1711","IN",10,"Bayh",1,1992,71,NA,NA
"1712","IN",10,"Bayh",1,1992,39,60,1
"1713","IN",10,"Bayh",1,1992,52,45,1
"1714","IN",10,"Bayh",1,1992,57,32,1
"1715","IN",10,"Bayh",1,1992,62,34,1
"1716","IN",10,"Bayh",1,1992,62,36,1
"1717","IN",11,"O'Bannon",1,1996,54,33,1
"1718","IN",11,"O'Bannon",1,1996,57,35,1
"1719","IN",11,"O'Bannon",1,1996,62,36,1
"1720","IN",11,"O'Bannon",1,1996,59,34,1
"1721","IN",11,"O'Bannon",1,1996,64,33,1
"1722","IN",11,"O'Bannon",1,1996,64,29,1
"1723","IN",11,"O'Bannon",1,1996,61,37,1
"1724","IN",11,"O'Bannon",1,1996,54,41,1
"1725","IN",11,"O'Bannon",1,1996,67,28,1
"1726","IN",11,"O'Bannon",1,1996,68,26,1
"1727","IN",11,"O'Bannon",1,1996,72,12,3
"1728","IN",11,"O'Bannon",1,1996,64,20,3
"1729","IN",11,"O'Bannon",1,1996,41,44,3
"1730","IN",12,"Kernan",1,2003,54,NA,14
"1731","IN",12,"Kernan",1,2003,48,41,6
"1732","IN",13,"Daniels",2,2004,55,30,3
"1733","IN",13,"Daniels",2,2004,42,49,3
"1734","IN",13,"Daniels",2,2004,45,45,3
"1735","IN",13,"Daniels",2,2004,47,45,3
"1736","IN",13,"Daniels",2,2004,44,44,3
"1737","IN",13,"Daniels",2,2004,45,49,3
"1738","IN",13,"Daniels",2,2004,44,50,3
"1739","IN",13,"Daniels",2,2004,44,51,3
"1740","IN",13,"Daniels",2,2004,42,51,3
"1741","IN",13,"Daniels",2,2004,42,49,3
"1742","IN",13,"Daniels",2,2004,39,55,3
"1743","IN",13,"Daniels",2,2004,37,52,3
"1744","IN",13,"Daniels",2,2004,40,54,3
"1745","IN",13,"Daniels",2,2004,35,61,3
"1746","IN",13,"Daniels",2,2004,38,57,3
"1747","IN",13,"Daniels",2,2004,40,54,3
"1748","IN",13,"Daniels",2,2004,48,47,3
"1749","IN",13,"Daniels",2,2004,39,54,3
"1750","IN",13,"Daniels",2,2004,39,55,3
"1751","IN",13,"Daniels",2,2004,44,50,3
"1752","IN",13,"Daniels",2,2004,43,49,3
"1753","IN",13,"Daniels",2,2004,45,47,6
"1754","IN",13,"Daniels",2,2004,40,50,3
"1755","IN",13,"Daniels",2,2004,45,48,3
"1756","IN",13,"Daniels",2,2004,52,21,5
"1757","IN",13,"Daniels",2,2004,42,49,6
"1758","IN",13,"Daniels",2,2004,45,5,1
"1759","IN",13,"Daniels",2,2004,56,28,5
"1760","IN",13,"Daniels",2,2004,61,34,3
"1761","IN",13,"Daniels",2,2004,48,42,6
"1762","IN",13,"Daniels",2,2008,58,37,5
"1763","IA",10,"Branstad",2,1982,55,36,3
"1764","IA",10,"Branstad",2,1982,62,27,3
"1765","IA",10,"Branstad",2,1982,59,32,3
"1766","IA",10,"Branstad",2,1982,62,28,3
"1767","IA",10,"Branstad",2,1982,58,32,3
"1768","IA",10,"Branstad",2,1982,57,29,3
"1769","IA",10,"Branstad",2,1982,51,36,3
"1770","IA",10,"Branstad",2,1982,55,35,3
"1771","IA",10,"Branstad",2,1986,54,35,3
"1772","IA",10,"Branstad",2,1986,58,32,3
"1773","IA",10,"Branstad",2,1986,63,26,3
"1774","IA",10,"Branstad",2,1986,67,24,3
"1775","IA",10,"Branstad",2,1986,61,36,1
"1776","IA",10,"Branstad",2,1990,69,25,3
"1777","IA",10,"Branstad",2,1990,59,36,3
"1778","IA",10,"Branstad",2,1990,52,46,3
"1779","IA",10,"Branstad",2,1990,42,51,3
"1780","IA",10,"Branstad",2,1990,34,66,10
"1781","IA",10,"Branstad",2,1990,37,56,3
"1782","IA",10,"Branstad",2,1990,30,65,3
"1783","IA",10,"Branstad",2,1990,30,67,1
"1784","IA",10,"Branstad",2,1990,49,42,3
"1785","IA",10,"Branstad",2,1990,53,32,3
"1786","IA",10,"Branstad",2,1990,42,58,10
"1787","IA",10,"Branstad",2,1990,48,51,10
"1788","IA",10,"Branstad",2,1990,54,40,3
"1789","IA",10,"Branstad",2,1990,58,37,3
"1790","IA",10,"Branstad",2,1990,46,54,1
"1791","IA",10,"Branstad",2,1990,47,52,1
"1792","IA",10,"Branstad",2,1990,51,40,3
"1793","IA",10,"Branstad",2,1994,63,30,3
"1794","IA",10,"Branstad",2,1994,53,46,1
"1795","IA",10,"Branstad",2,1994,49,48,1
"1796","IA",10,"Branstad",2,1994,64,30,3
"1797","IA",10,"Branstad",2,1994,62,30,3
"1798","IA",10,"Branstad",2,1994,57,43,1
"1799","IA",10,"Branstad",2,1994,66,27,3
"1800","IA",10,"Branstad",2,1994,62,38,1
"1801","IA",10,"Branstad",2,1994,58,36,3
"1802","IA",10,"Branstad",2,1994,57,43,1
"1803","IA",10,"Branstad",2,1994,66,33,1
"1804","IA",10,"Branstad",2,1994,70,23,3
"1805","IA",10,"Branstad",2,1994,65,29,3
"1806","IA",10,"Branstad",2,1982,71,NA,3
"1807","IA",10,"Branstad",2,1982,71,NA,3
"1808","IA",11,"Vilsack ",1,1998,60,29,1
"1809","IA",11,"Vilsack",1,1998,73,NA,3
"1810","IA",11,"Vilsack",1,1998,65,15,3
"1811","IA",11,"Vilsack",1,1998,64,32,10
"1812","IA",11,"Vilsack",1,1998,63,17,3
"1813","IA",11,"Vilsack",1,1998,65,29,3
"1814","IA",11,"Vilsack",1,2002,59,31,3
"1815","IA",11,"Vilsack",1,2002,50,48,1
"1816","IA",11,"Vilsack",1,2002,52,38,3
"1817","IA",11,"Vilsack",1,2002,59,31,3
"1818","IA",11,"Vilsack",1,2002,56,35,3
"1819","IA",11,"Vilsack",1,2002,58,32,3
"1820","IA",11,"Vilsack",1,2002,56,40,6
"1821","IA",11,"Vilsack",1,2002,50,39,3
"1822","IA",11,"Vilsack",1,2002,48,42,3
"1823","IA",11,"Vilsack",1,2002,54,38,3
"1824","IA",11,"Vilsack",1,2002,55,39,3
"1825","IA",11,"Vilsack",1,2002,55,40,3
"1826","IA",11,"Vilsack",1,2002,56,39,3
"1827","IA",11,"Vilsack",1,2002,56,37,3
"1828","IA",11,"Vilsack",1,2002,57,40,6
"1829","IA",11,"Vilsack",1,2002,53,39,3
"1830","IA",11,"Vilsack",1,2002,55,39,3
"1831","IA",11,"Vilsack",1,2002,59,28,3
"1832","IA",11,"Vilsack",1,2002,52,40,3
"1833","IA",11,"Vilsack",1,2002,59,36,3
"1834","IA",11,"Vilsack",1,2002,55,42,6
"1835","IA",11,"Vilsack",1,2002,55,39,3
"1836","IA",11,"Vilsack",1,2002,53,43,3
"1837","IA",11,"Vilsack",1,2002,54,45,3
"1838","IA",11,"Vilsack",1,2002,55,40,3
"1839","IA",11,"Vilsack",1,2002,52,44,3
"1840","IA",11,"Vilsack",1,2002,52,44,3
"1841","IA",11,"Vilsack",1,2002,57,41,6
"1842","IA",11,"Vilsack",1,2002,55,37,3
"1843","IA",11,"Vilsack",1,2002,57,38,3
"1844","IA",11,"Vilsack",1,2002,52,42,3
"1845","IA",11,"Vilsack",1,2002,58,39,3
"1846","IA",11,"Vilsack",1,2002,56,40,3
"1847","IA",12,"Culver",1,2006,50,31,3
"1848","IA",12,"Culver",1,2006,55,35,3
"1849","IA",12,"Culver",1,2006,51,39,3
"1850","IA",12,"Culver",1,2006,52,42,3
"1851","IA",12,"Culver",1,2006,53,41,3
"1852","IA",12,"Culver",1,2006,46,32,3
"1853","IA",12,"Culver",1,2006,54,40,3
"1854","IA",12,"Culver",1,2006,56,38,3
"1855","IA",12,"Culver",1,2006,53,35,3
"1856","IA",12,"Culver",1,2006,59,35,3
"1857","IA",12,"Culver",1,2006,56,36,3
"1858","IA",12,"Culver",1,2006,53,42,3
"1859","IA",12,"Culver",1,2006,55,40,3
"1860","IA",12,"Culver",1,2006,58,34,3
"1861","IA",12,"Culver",1,2006,54,35,3
"1862","IA",12,"Culver",1,2006,59,34,3
"1863","IA",12,"Culver",1,2006,48,49,3
"1864","IA",12,"Culver",1,2006,52,34,3
"1865","IA",12,"Culver",1,2006,46,49,3
"1866","IA",12,"Culver",1,2006,43,50,3
"1867","IA",12,"Culver",1,2006,51,43,3
"1868","IA",12,"Culver",1,2006,53,42,3
"1869","IA",12,"Culver",1,2006,56,39,3
"1870","IA",12,"Culver",1,2006,56,36,3
"1871","IA",12,"Culver",1,2006,51,45,3
"1872","IA",12,"Culver",1,2006,57,39,3
"1873","IA",12,"Culver",1,2006,50,38,3
"1874","IA",12,"Culver",1,2006,46,47,3
"1875","IA",12,"Culver",1,2006,46,48,3
"1876","IA",12,"Culver",1,2006,55,36,3
"1877","IA",12,"Culver",1,2006,42,50,3
"1878","IA",12,"Culver",1,2006,48,47,3
"1879","IA",12,"Culver",1,2006,42,51,3
"1880","IA",12,"Culver",1,2006,53,41,3
"1881","IA",12,"Culver",1,2006,44,50,3
"1882","IA",12,"Culver",1,2006,39,49,75
"1883","IA",12,"Culver",1,2006,36,51,3
"1884","IA",12,"Culver",1,2006,50,39,3
"1885","IA",12,"Culver",1,2006,41,49,3
"1886","KS",13,"Hayden",2,1986,31,31,19
"1887","KS",14,"Finney",1,1990,25,69,1
"1888","KS",14,"Finney",1,1990,39,56,7
"1889","KS",14,"Finney",1,1990,21,79,1
"1890","KS",14,"Finney",1,1990,25,69,19
"1891","KS",14,"Finney",1,1990,20,36,19
"1892","KS",15,"Graves",2,1994,68,21,1
"1893","KS",15,"Graves",2,1994,67,29,1
"1894","KS",15,"Graves",2,1994,65,6,19
"1895","KS",15,"Graves",2,1994,67,32,1
"1896","KS",15,"Graves",2,1994,67,29,1
"1897","KS",15,"Graves",2,1994,67,31,1
"1898","KS",15,"Graves",2,1994,76,24,1
"1899","KS",16,"Sebelius",1,2002,54,34,3
"1900","KS",16,"Sebelius",1,2002,51,36,3
"1901","KS",16,"Sebelius",1,2002,55,35,3
"1902","KS",16,"Sebelius",1,2002,55,34,3
"1903","KS",16,"Sebelius",1,2002,59,34,3
"1904","KS",16,"Sebelius",1,2002,59,35,3
"1905","KS",16,"Sebelius",1,2002,57,34,3
"1906","KS",16,"Sebelius",1,2002,62,33,3
"1907","KS",16,"Sebelius",1,2002,61,31,3
"1908","KS",16,"Sebelius",1,2002,60,30,3
"1909","KS",16,"Sebelius",1,2002,60,34,3
"1910","KS",16,"Sebelius",1,2002,59,35,3
"1911","KS",16,"Sebelius",1,2002,61,31,3
"1912","KS",16,"Sebelius",1,2002,64,30,3
"1913","KS",16,"Sebelius",1,2002,60,35,3
"1914","KS",16,"Sebelius",1,2002,63,32,3
"1915","KS",16,"Sebelius",1,2002,64,32,3
"1916","KS",16,"Sebelius",1,2002,62,33,3
"1917","KS",16,"Sebelius",1,2002,63,33,3
"1918","KS",16,"Sebelius",1,2002,67,29,3
"1919","KS",16,"Sebelius",1,2006,69,26,3
"1920","KS",16,"Sebelius",1,2006,67,29,3
"1921","KS",16,"Sebelius",1,2006,67,28,3
"1922","KS",16,"Sebelius",1,2006,70,27,3
"1923","KS",16,"Sebelius",1,2006,63,34,3
"1924","KS",16,"Sebelius",1,2006,61,35,3
"1925","KS",16,"Sebelius",1,2006,65,31,3
"1926","KS",16,"Sebelius",1,2006,70,28,3
"1927","KS",16,"Sebelius",1,2006,66,29,3
"1928","KS",16,"Sebelius",1,2006,68,27,3
"1929","KS",16,"Sebelius",1,2006,69,30,3
"1930","KS",16,"Sebelius",1,2006,64,32,3
"1931","KS",16,"Sebelius",1,2006,66,31,3
"1932","KS",16,"Sebelius",1,2006,64,32,3
"1933","KS",16,"Sebelius",1,2006,67,29,3
"1934","KS",16,"Sebelius",1,2006,61,33,3
"1935","KS",16,"Sebelius",1,2006,61,36,3
"1936","KS",16,"Sebelius",1,2006,62,34,3
"1937","KS",16,"Sebelius",1,2006,56,37,3
"1938","KS",16,"Sebelius",1,2006,55,41,3
"1939","KS",16,"Sebelius",1,2006,62,33,3
"1940","KS",16,"Sebelius",1,2006,59,37,3
"1941","KS",16,"Sebelius",1,2006,60,36,3
"1942","KS",16,"Sebelius",1,2006,57,38,3
"1943","KS",16,"Sebelius",1,2006,56,37,5
"1944","KS",16,"Sebelius",1,2006,56,40,3
"1945","KS",16,"Sebelius",1,2006,55,41,3
"1946","KS",16,"Sebelius",1,2006,46,50,3
"1947","KS",17,"Parkinson",1,2006,52,31,3
"1948","KS",17,"Parkinson",1,2006,46,36,3
"1949","KS",17,"Parkinson",1,2006,41,32,3
"1950","KS",17,"Parkinson",1,2006,53,33,3
"1951","KS",17,"Parkinson",1,2006,48,32,3
"1952","KY",5,"Combs",1,1958,50,43,10
"1953","KY",5,"Combs",1,1958,51,42,10
"1954","KY",6,"Breathitt",1,1963,54,42,10
"1955","KY",10,"Brown",1,1979,46,36,1
"1956","KY",10,"Brown",1,1979,55,45,1
"1957","KY",10,"Brown",1,1979,47,53,1
"1958","KY",10,"Brown",1,1979,37,57,1
"1959","KY",10,"Brown",1,1979,46,54,1
"1960","KY",10,"Brown",1,1979,45,46,1
"1961","KY",10,"Brown",1,1979,52,41,1
"1962","KY",11,"Collins",1,1983,27,54,1
"1963","KY",11,"Collins",1,1983,40,48,1
"1964","KY",11,"Collins",1,1983,47,45,1
"1965","KY",11,"Collins",1,1983,40,53,1
"1966","KY",11,"Collins",1,1983,46,50,1
"1967","KY",11,"Collins",1,1983,43,51,1
"1968","KY",11,"Collins",1,1983,35,59,1
"1969","KY",11,"Collins",1,1983,54,36,16
"1970","KY",11,"Collins",1,1983,45,50,1
"1971","KY",12,"Wilkinson",1,1987,54,12,16
"1972","KY",12,"Wilkinson",1,1987,51,29,16
"1973","KY",12,"Wilkinson",1,1987,54,23,1
"1974","KY",12,"Wilkinson",1,1987,57,21,3
"1975","KY",12,"Wilkinson",1,1987,59,22,16
"1976","KY",12,"Wilkinson",1,1987,49,32,1
"1977","KY",12,"Wilkinson",1,1987,51,30,3
"1978","KY",12,"Wilkinson",1,1987,50,37,1
"1979","KY",12,"Wilkinson",1,1987,64,29,16
"1980","KY",12,"Wilkinson",1,1987,66,17,16
"1981","KY",12,"Wilkinson",1,1987,63,27,1
"1982","KY",12,"Wilkinson",1,1987,64,36,1
"1983","KY",12,"Wilkinson",1,1987,45,46,16
"1984","KY",12,"Wilkinson",1,1987,38,55,1
"1985","KY",12,"Wilkinson",1,1987,57,32,16
"1986","KY",12,"Wilkinson",1,1987,49,40,16
"1987","KY",12,"Wilkinson",1,1987,34,61,1
"1988","KY",12,"Wilkinson",1,1987,50,42,16
"1989","KY",12,"Wilkinson",1,1987,35,55,1
