"","state","year","st","govname1","govparty_a","gov_pres_same_party","term_length","gub_election","gov_pres_same_elect_year","limit_type","lame_duck_last_term","unemployment.x","state_cpi_bfh_est","citi6013","wideo","mood","ranney3_gub_prop","folded_ranney_4yrs","unemployment.y","votes_for_runnerup","votes_for_winner","total_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","total_popular_votes","Republican_Popular_Vote","Percent_Republican_Popular_Vote","Democrat_Popular_Votes","Percent_Democrat_Popular_Vote","Third_Party_Popular_Vote","Percent_Third_Party_Popular_Vote"
"1","Alabama",1950,"AL","Folsom, James E.","1",0,4,1,0,1,1,NA,NA,NA,NA,NA,0.91100001,0.52916503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Alabama",1951,"AL","Persons, Gordon","1",0,4,0,0,1,1,NA,NA,NA,NA,NA,0.91100001,0.52764601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Alabama",1952,"AL","Persons, Gordon","1",0,4,0,0,1,1,NA,NA,NA,NA,NA,0.91100001,0.52612698,NA,NA,NA,NA,NA,NA,NA,"426,120","149,231",35,"275,075",64.6,NA,NA
"4","Alabama",1953,"AL","Persons, Gordon","1",1,4,0,0,1,1,NA,NA,NA,NA,NA,0.91100001,0.52460802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Alabama",1954,"AL","Persons, Gordon","1",1,4,1,0,1,1,NA,NA,NA,NA,NA,0.73369998,0.53509998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Alabama",1955,"AL","Folsom, James E.","1",1,4,0,0,1,1,NA,NA,NA,NA,NA,0.73369998,0.54559201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Alabama",1956,"AL","Folsom, James E.","1",1,4,0,0,1,1,NA,NA,NA,NA,43.922001,0.73369998,0.55608302,NA,NA,NA,NA,NA,NA,NA,"496,861","195,694",39.4,"280,844",56.5,NA,NA
"8","Alabama",1957,"AL","Folsom, James E.","1",1,4,0,0,1,1,NA,NA,NA,NA,43.757999,0.73369998,0.56657499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Alabama",1958,"AL","Folsom, James E.","1",1,4,1,0,1,1,NA,NA,NA,NA,50.181,0.88739997,0.55696899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Alabama",1959,"AL","Patterson, John M.","1",1,4,0,0,1,1,NA,NA,NA,NA,50.264999,0.88739997,0.54736298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Alabama",1960,"AL","Patterson, John M.","1",1,4,0,0,1,1,NA,0.079988003,41.292999,NA,49.410999,0.88739997,0.53775603,NA,NA,NA,NA,NA,NA,NA,"570,225","237,981",41.7,"324,050",56.8,NA,NA
"12","Alabama",1961,"AL","Patterson, John M.","1",0,4,0,0,1,1,NA,0.081372999,40.888401,NA,52.584999,0.88739997,0.52815002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Alabama",1962,"AL","Patterson, John M.","1",0,4,1,0,1,1,NA,0.084394999,40.748901,NA,53.005001,1,0.52229202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Alabama",1963,"AL","Wallace, George C.","1",0,4,0,0,1,1,NA,0.088468,37.150501,NA,59.243999,1,0.516433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Alabama",1964,"AL","Wallace, George C.","1",0,4,0,0,1,1,NA,0.092789002,34.972099,NA,59.987999,1,0.510575,NA,NA,NA,NA,NA,NA,NA,"689,818","479,085",69.5,"--",0,NA,NA
"16","Alabama",1965,"AL","Wallace, George C.","1",0,4,0,0,1,1,NA,0.098448999,10.8097,NA,59.623001,1,0.50471699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Alabama",1966,"AL","Wallace, George C.","1",0,4,1,0,1,1,NA,0.105017,10.6573,NA,55.394001,0.67150003,0.525855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Alabama",1967,"AL","Wallace, Lurleen B.","1",0,4,0,0,1,1,NA,0.110822,10.8613,NA,60.416,0.67150003,0.546992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Alabama",1968,"AL","Wallace, Lurleen B. then Albert Brewer","1",0,4,0,0,1,1,NA,0.120643,6.3101201,NA,58.048,0.67150003,0.56813002,NA,NA,NA,NA,NA,NA,NA,"1,049,922","146,923",14,"196,579",18.7,"691,425",65.9
"20","Alabama",1969,"AL","Brewer, Albert P.","1",1,4,0,0,2,0,NA,0.134224,13.9358,NA,53.013,0.67150003,0.58926803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Alabama",1970,"AL","Brewer, Albert P.","1",1,4,1,0,2,0,NA,0.14602,16.087999,NA,55.479,1,0.56814098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Alabama",1971,"AL","Wallace, George C.","1",1,4,0,0,2,0,NA,0.15638299,23.0406,NA,52.405998,1,0.54701501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Alabama",1972,"AL","Wallace, George C.","1",1,4,0,0,2,0,NA,0.166418,15.8853,NA,52.785,1,0.52588803,NA,NA,NA,NA,NA,NA,NA,"1,006,111","728,701",72.4,"256,923",25.5,NA,NA
"24","Alabama",1973,"AL","Wallace, George C.","1",1,4,0,0,2,0,NA,0.181676,27.9011,NA,47.880001,1,0.50476199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Alabama",1974,"AL","Wallace, George C.","1",1,4,1,0,2,0,NA,0.20384701,21.116501,NA,46.52,0.84920001,0.51299602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Alabama",1975,"AL","Wallace, George C.","1",1,4,0,0,2,1,7.6999998,0.224333,20.8806,NA,45.477001,0.84920001,0.521231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Alabama",1976,"AL","Wallace, George C.","1",1,4,0,0,2,1,6.8000002,0.241015,25.3396,-0.18905599,45.657001,0.84920001,0.52946502,NA,NA,NA,NA,NA,NA,NA,"1,182,850","504,070",42.6,"659,170",55.7,NA,NA
"28","Alabama",1977,"AL","Wallace, George C.","1",0,4,0,0,2,1,7.4000001,0.25957799,27.849199,-0.094821997,44.457001,0.84920001,0.5377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Alabama",1978,"AL","Wallace, George C.","1",0,4,1,0,2,1,6.3000002,0.28212199,25.221399,-0.177825,44.894001,0.73699999,0.54709399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Alabama",1979,"AL","James, Forrest H. """"""""Fob"""""""" Jr.","1",0,4,0,0,2,0,7.0999999,0.313972,29.835501,-0.217298,42.957001,0.73699999,0.55648702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Alabama",1980,"AL","James, Forrest H. """"""""Fob"""""""" Jr.","1",0,4,0,0,2,0,8.8000002,0.352588,29.2213,-0.262541,42.346001,0.73699999,0.56588,NA,NA,NA,NA,NA,NA,NA,"1,341,929","654,192",48.8,"636,730",47.4,"16,481",1.2
"32","Alabama",1981,"AL","James, Forrest H. """"""""Fob"""""""" Jr.","1",1,4,0,0,2,0,10.7,0.387227,26.8981,-0.36576,42.771,0.73699999,0.57527399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Alabama",1982,"AL","James, Forrest H. """"""""Fob"""""""" Jr.","1",1,4,1,0,2,0,14,0.40961701,23.2766,-0.29976401,44.650002,0.59609997,0.59181798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Alabama",1983,"AL","Wallace, George C.","1",1,4,0,0,2,0,13.7,0.42444,35.092201,-0.29877299,45.896,0.59609997,0.60836202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Alabama",1984,"AL","Wallace, George C.","1",1,4,0,0,2,0,11.1,0.440584,28.214899,-0.087352999,46.535,0.59609997,0.62490702,NA,NA,NA,NA,NA,NA,NA,"1,441,713","872,849",60.5,"551,899",38.3,NA,NA
"36","Alabama",1985,"AL","Wallace, George C.","1",1,4,0,0,2,0,8.8999996,0.45600799,27.877199,-0.179162,45.058998,0.59609997,0.641451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Alabama",1986,"AL","Wallace, George C.","1",1,4,1,0,2,0,9.8000002,0.46604699,37.791199,-0.365078,46.25,0.4355,0.69107199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Alabama",1987,"AL","Hunt, Guy","0",0,4,0,0,2,0,7.8000002,0.48337999,38.516899,-0.25104699,48.419998,0.4355,0.74069297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Alabama",1988,"AL","Hunt, Guy","0",0,4,0,0,2,0,7.1999998,0.50284803,45.0299,-0.377226,45.798,0.4355,0.79031402,NA,NA,NA,NA,NA,NA,NA,"1,378,476","815,576",59.2,"549,506",39.9,NA,NA
"40","Alabama",1989,"AL","Hunt, Guy","0",0,4,0,0,2,0,7,0.52672398,37.4725,-0.30568701,45.803001,0.4355,0.839935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Alabama",1990,"AL","Hunt, Guy","0",0,4,1,0,2,0,6.8000002,0.55212402,33.8354,-0.31449699,47.168999,0.47889999,0.844365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Alabama",1991,"AL","Hunt, Guy","0",0,4,0,0,2,1,7.1999998,0.57049203,39.809101,-0.28907299,45.801998,0.47889999,0.848795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Alabama",1992,"AL","Hunt, Guy","0",0,4,0,0,2,1,7.3000002,0.58770001,39.622101,-0.231297,42.124001,0.47889999,0.82197601,NA,NA,NA,NA,NA,NA,NA,"1,688,060","804,283",47.6,"690,080",40.9,"183,109",10.8
"44","Alabama",1993,"AL","Hunt, Guy and then James Folsom Jr.","0.6931507",0,4,0,0,2,0,7.5,0.60348701,39.017101,-0.40968701,42.784,0.47889999,0.795156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Alabama",1994,"AL","Folsom, James E. Jr.","1",0,4,1,0,2,0,6,0.61993599,39.415001,-0.30274501,40.125,0.4955,0.80840403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Alabama",1995,"AL","James, Forrest H. """"""""Fob"""""""" Jr.","0",1,4,0,0,2,0,NA,0.63800901,33.429901,-0.30135101,36.896,0.4955,0.821652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Alabama",1996,"AL","James, Forrest H. """"""""Fob"""""""" Jr.","0",1,4,0,0,2,0,5.0999999,0.65764803,29.3992,-0.16840801,36.330002,0.4955,0.86615098,NA,NA,NA,NA,NA,NA,NA,"1,534,349","769,044",50.1,"662,165",43.2,"92,149",6
"48","Alabama",1997,"AL","James, Forrest H. """"""""Fob"""""""" Jr.","0",1,4,0,0,2,0,5.0999999,0.674707,36.027901,-0.31335601,36.979,0.4955,0.910649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Alabama",1998,"AL","James, Forrest H. """"""""Fob"""""""" Jr.","0",1,4,1,0,2,0,4.1999998,0.686454,41.352901,-0.27127901,37.028999,0.57870001,0.87717497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Alabama",1999,"AL","Siegelman, Donald","1",0,4,0,0,2,0,4.8000002,0.70189601,43.833599,-0.223456,36.230999,0.57870001,0.843701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Alabama",2000,"AL","Siegelman, Donald","1",0,4,0,0,2,0,4.5999999,0.72907799,32.095699,-0.15997,39.098999,0.57870001,0.81022698,NA,NA,NA,NA,NA,NA,NA,"1,666,272","941,173",56.5,"692,611",41.6,"18,323",1.1
"52","Alabama",2001,"AL","Siegelman, Donald","1",1,4,0,0,2,0,5.3000002,0.74859798,34.731899,-0.24383201,39.326,0.57870001,0.77675301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Alabama",2002,"AL","Siegelman, Donald","1",1,4,1,0,2,0,5.9000001,0.76274198,33.778801,-0.219115,41.063999,0.49880001,0.81240201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Alabama",2003,"AL","Riley, Bob","0",0,4,0,0,2,0,5.8000002,0.78210002,28.708099,-0.26306599,39.845001,0.49880001,0.84805101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Alabama",2004,"AL","Riley, Bob","0",0,4,0,0,2,0,5.8000002,0.80846101,39.143398,-0.298195,40.405998,0.49880001,0.883699,NA,NA,NA,NA,NA,NA,NA,"1,883,449","1,176,394",62.5,"693,933",36.8,NA,NA
"56","Alabama",2005,"AL","Riley, Bob","0",0,4,0,0,2,0,NA,0.83999002,40.3181,-0.30915999,36.551998,0.49880001,0.919348,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Alabama",2006,"AL","Riley, Bob","0",0,4,1,0,2,0,NA,0.872814,40.314201,-0.240375,37.73,0.41980001,0.92904699,4.06666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Alabama",2007,"AL","Riley, Bob","0",0,4,0,0,2,1,NA,0.90381998,47.255798,-0.23577701,37.654999,0.41980001,0.93874598,3.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Alabama",2008,"AL","Riley, Bob","0",0,4,0,0,2,1,NA,0.94166499,48.369202,-0.37038499,37.723,0.41980001,0.94844598,5.71666666666667,NA,NA,NA,NA,NA,NA,"2,099,819","1,266,546",60.3,"813,479",38.7,NA,NA
"60","Alabama",2009,"AL","Riley, Bob","0",1,4,0,0,2,1,NA,0.93798202,27.263,-0.26811001,36.028,0.41980001,0.95814502,10.9916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Alabama",2010,"AL","Riley, Bob","0",0,4,1,0,2,1,NA,0.947281,19.252899,-0.20312899,38.525002,0.421,0.980358,10.5416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Alabama",2011,"AL","Bentley, Robert","0",0,4,0,0,NA,NA,NA,NA,36.023701,-0.31113401,NA,NA,NA,9.61666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Alabama",2012,"AL","Bentley, Robert","0",0,4,0,0,NA,NA,NA,NA,37.570999,NA,NA,NA,NA,7.98333333333333,NA,NA,NA,NA,NA,NA,"2,074,338","1,255,925",60.5,"795,696",38.4,NA,NA
"64","Alabama",2013,"AL","Bentley, Robert","0",0,4,0,0,NA,NA,NA,NA,35.785301,NA,NA,NA,NA,7.21666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Alabama",2014,"AL","Bentley, Robert","0",0,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Alabama",2015,"AL","Bentley, Robert","0",0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Alabama",2016,"AL","Bentley, Robert","0",0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85833333333333,NA,NA,NA,NA,NA,NA,"2,123,372","1,318,255",62.1,"729,547",34.4,"44,467",2.1
"68","Alabama",2017,"AL","Bentley, Robert","0",0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Alaska",1959,"AK","Egan, William A.","1",1,4,0,0,2,0,NA,NA,NA,NA,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Alaska",1960,"AK","Egan, William A.","1",1,4,0,0,2,0,NA,0.139432,67.424301,NA,51.653999,0.602,NA,NA,NA,NA,NA,NA,NA,NA,"60,762","30,953",50.9,"29,809",49.1,NA,NA
"71","Alaska",1961,"AK","Egan, William A.","1",0,4,0,0,2,0,NA,0.140683,70.441803,NA,47.305,0.602,0.731408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Alaska",1962,"AK","Egan, William A.","1",0,4,1,0,2,0,NA,0.146588,70.846298,NA,49.994999,0.52270001,0.80001497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Alaska",1963,"AK","Egan, William A.","1",0,4,0,0,2,0,NA,0.14989901,63.867001,NA,47.191002,0.52270001,0.86862302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Alaska",1964,"AK","Egan, William A.","1",0,4,0,0,2,0,NA,0.15622801,63.878799,NA,54.376999,0.52270001,0.84709901,NA,NA,NA,NA,NA,NA,NA,"67,259","22,930",34.1,"44,329",65.9,NA,NA
"75","Alaska",1965,"AK","Egan, William A.","1",0,4,0,0,2,0,NA,0.160219,66.173103,NA,54.429001,0.52270001,0.82557499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Alaska",1966,"AK","Egan, William A.","1",0,4,1,0,2,0,NA,0.167524,66.746696,NA,55.719002,0.49169999,0.89469999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Alaska",1967,"AK","Hickel, Walter J.","0",1,4,0,0,2,0,NA,0.175694,44.689098,NA,56.707001,0.49169999,0.96382499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Alaska",1968,"AK","Hickel, Walter J.","0",1,4,0,0,2,0,NA,0.184912,55.379902,NA,53.355,0.49169999,0.965487,NA,NA,NA,NA,NA,NA,NA,"83,035","37,600",45.3,"35,411",42.6,"10,024",12.1
"79","Alaska",1969,"AK","Miller, Keith H.","0",0,4,0,0,2,0,NA,0.19842701,54.354,NA,47.984001,0.49169999,0.89480001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Alaska",1970,"AK","Miller, Keith H.","0",0,4,1,0,2,0,NA,0.210142,71.484299,NA,47.785,0.53170002,0.96605003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Alaska",1971,"AK","Egan, William A.","1",1,4,0,0,2,0,NA,0.22023199,70.264297,NA,50.458,0.53170002,0.96270001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Alaska",1972,"AK","Egan, William A.","1",1,4,0,0,2,0,NA,0.22901399,73.825104,NA,46.300999,0.53170002,0.962524,NA,NA,NA,NA,NA,NA,NA,"95,219","55,349",58.1,"32,967",34.6,NA,NA
"83","Alaska",1973,"AK","Egan, William A.","1",1,4,0,0,2,0,NA,0.246189,54.442501,NA,44.91,0.53170002,0.96234697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Alaska",1974,"AK","Egan, William A.","1",1,4,1,0,2,0,NA,0.272663,55.3689,NA,40.716999,0.4984,0.95661598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Alaska",1975,"AK","Hammond, Jay S.","0",0,4,0,0,2,0,6.6999998,0.30236301,50.001801,NA,43.141998,0.4984,0.950885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Alaska",1976,"AK","Hammond, Jay S.","0",0,4,0,0,2,0,8,0.31772801,39.689499,NA,43.286999,0.4984,0.93658,NA,NA,NA,NA,NA,NA,NA,"123,574","71,555",57.9,"44,058",35.7,NA,NA
"87","Alaska",1977,"AK","Hammond, Jay S.","0",1,4,0,0,2,0,9.3999996,0.34402001,44.318901,NA,42.325001,0.4984,0.92227501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Alaska",1978,"AK","Hammond, Jay S.","0",1,4,1,0,2,0,11.2,0.36886099,44.313301,NA,41.986,0.34099999,0.95142299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Alaska",1979,"AK","Hammond, Jay S.","0",1,4,0,0,2,1,9.1999998,0.40424901,41.833199,NA,35.953999,0.34099999,0.98057199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Alaska",1980,"AK","Hammond, Jay S.","0",1,4,0,0,2,1,9.5,0.44936201,42.220299,NA,35.108002,0.34099999,0.99641299,NA,NA,NA,NA,NA,NA,NA,"158,445","86,112",54.3,"41,842",26.4,"11,155",7
"91","Alaska",1981,"AK","Hammond, Jay S.","0",0,4,0,0,2,1,9.3000002,0.483403,34.4916,NA,36.507,0.34099999,0.98774701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Alaska",1982,"AK","Hammond, Jay S.","0",0,4,1,0,2,1,9.8999996,0.506414,37.840801,NA,38.452999,0.55430001,0.99070102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Alaska",1983,"AK","Sheffield, Bill","1",1,4,0,0,2,0,10.3,0.51756698,45.212799,NA,38.319,0.55430001,0.99365598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Alaska",1984,"AK","Sheffield, Bill","1",1,4,0,0,2,0,10,0.52866799,46.417,NA,37.525002,0.55430001,0.99820697,NA,NA,NA,NA,NA,NA,NA,"207,605","138,377",66.7,"62,007",29.9,NA,NA
"95","Alaska",1985,"AK","Sheffield, Bill","1",1,4,0,0,2,0,9.6999998,0.54180598,44.592999,NA,39.442001,0.55430001,0.99724197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Alaska",1986,"AK","Sheffield, Bill","1",1,4,1,0,2,0,10.8,0.54662198,51.070499,NA,40.039001,0.52609998,0.994317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Alaska",1987,"AK","Cowper, Steve C.","1",1,4,0,0,2,0,10.8,0.55904102,54.977501,NA,40.112999,0.52609998,0.99139202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Alaska",1988,"AK","Cowper, Steve C.","1",1,4,0,0,2,0,7.3000002,0.57765597,53.865799,NA,39.706001,0.52609998,0.99399602,NA,NA,NA,NA,NA,NA,NA,"200,116","119,251",59.6,"72,584",36.3,NA,NA
"99","Alaska",1989,"AK","Cowper, Steve C.","1",1,4,0,0,2,0,6.6999998,0.60246497,46.698399,NA,40.896999,0.52609998,0.99659997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Alaska",1990,"AK","Cowper, Steve C.","1",1,4,1,0,2,0,6.9000001,0.63131702,54.966999,NA,43.985001,0.54140002,0.99095601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Alaska",1991,"AK","Hickel, Walter J.","0.5",0,4,0,0,2,0,8.5,0.65184301,49.0937,NA,40.409,0.54140002,0.985313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Alaska",1992,"AK","Hickel, Walter J.","0.5",0,4,0,0,2,0,9.1000004,0.667943,52.7808,NA,42.084999,0.54140002,0.98279399,NA,NA,NA,NA,NA,NA,NA,"258,506","102,000",39.5,"78,294",30.3,"73,481",28.4
"103","Alaska",1993,"AK","Hickel, Walter J.","0.5",0,4,0,0,2,0,7.5,0.684398,51.617699,NA,38.705002,0.54140002,0.98027498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Alaska",1994,"AK","Hickel, Walter J.","0.5",0,4,1,0,2,0,7.8000002,0.69999701,39.940701,NA,34.412998,0.50150001,0.99864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Alaska",1995,"AK","Knowles, Tony","1",0,4,0,0,2,0,NA,0.71722901,30.476,-0.147705,31.735001,0.50150001,0.98299402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Alaska",1996,"AK","Knowles, Tony","1",0,4,0,0,2,0,7.8000002,0.73212898,37.0107,-0.18939801,30.051001,0.50150001,0.96331298,NA,NA,NA,NA,NA,NA,NA,"241,620","122,746",50.8,"80,380",33.3,"26,333",10.9
"107","Alaska",1997,"AK","Knowles, Tony","1",0,4,0,0,2,0,7.9000001,0.74519497,31.840099,-0.35543799,28.705,0.50150001,0.94363201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Alaska",1998,"AK","Knowles, Tony","1",0,4,1,0,2,0,5.8000002,0.76397902,36.301899,-0.201731,27.051001,0.72909999,0.94404101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Alaska",1999,"AK","Knowles, Tony","1",0,4,0,0,2,1,6.4000001,0.78691798,32.979198,-0.29732201,27.511,0.72909999,0.94445002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Alaska",2000,"AK","Knowles, Tony","1",0,4,0,0,2,1,6.5999999,0.81898099,21.7351,-0.037048999,31.612,0.72909999,0.952425,NA,NA,NA,NA,NA,NA,NA,"285,560","167,398",58.6,"79,004",27.7,"28,747",10.1
"111","Alaska",2001,"AK","Knowles, Tony","1",1,4,0,0,2,1,6.3000002,0.84838802,28.674601,-0.039882999,36.526001,0.72909999,0.96039999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Alaska",2002,"AK","Knowles, Tony","1",1,4,1,0,2,1,7.6999998,0.87285602,30.8141,-0.427863,34.796001,0.42160001,0.91774398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Alaska",2003,"AK","Murkowski, Frank H.","0",0,4,0,0,2,0,8,0.901833,37.056999,0.117291,37.324001,0.42160001,0.87508702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Alaska",2004,"AK","Murkowski, Frank H.","0",0,4,0,0,2,0,7.5,0.95014101,43.061199,-0.19266701,36.076,0.42160001,0.83243102,NA,NA,NA,NA,NA,NA,NA,"312,598","190,889",61.1,"111,025",35.5,NA,NA
"115","Alaska",2005,"AK","Murkowski, Frank H.","0",0,4,0,0,2,0,NA,1.00555,40.293598,-0.358078,42.261002,0.42160001,0.78977501,6.88333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
