"","state","year","st","govname1","govparty_a","gov_pres_same_party","term_length","gub_election","gov_pres_same_elect_year","limit_type","lame_duck_last_term","unemployment.x","state_cpi_bfh_est","citi6013","wideo","mood","ranney3_gub_prop","folded_ranney_4yrs","unemployment.y","votes_for_runnerup","votes_for_winner","total_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","total_popular_votes","Republican_Popular_Vote","Percent_Republican_Popular_Vote","Democrat_Popular_Votes","Percent_Democrat_Popular_Vote","Third_Party_Popular_Vote","Percent_Third_Party_Popular_Vote"
"1514","Michigan",1985,"MI","Blanchard, James J.","1",1,4,0,0,0,0,9.8999996,0.50976998,56.145901,-0.12837701,42.625999,0.5327,0.94263202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","Michigan",1986,"MI","Blanchard, James J.","1",1,4,1,0,0,0,8.8000002,0.52086997,63.248699,-0.114458,42.505001,0.68409997,0.96714097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","Michigan",1987,"MI","Blanchard, James J.","1",1,4,0,0,0,0,8.1999998,0.538818,64.020699,-0.027501,44.030998,0.68409997,0.96039999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","Michigan",1988,"MI","Blanchard, James J.","1",1,4,0,0,0,0,7.5999999,0.561445,73.277901,-0.065944001,43.352001,0.68409997,0.95195401,NA,NA,NA,NA,NA,NA,NA,"3,669,163","1,965,486",53.6,"1,675,783",45.7,NA,NA
"1518","Michigan",1989,"MI","Blanchard, James J.","1",1,4,0,0,0,0,7.0999999,0.588615,59.9646,-0.14858501,45.355999,0.68409997,0.94350898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","Michigan",1990,"MI","Blanchard, James J.","1",1,4,1,0,0,0,7.5,0.61613101,62.285702,-0.082713999,46.280998,0.49649999,0.95693803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","Michigan",1991,"MI","Engler, John","0",0,4,0,0,0,0,9.1999998,0.63987303,60.9011,-0.121662,43.895,0.49649999,0.97036803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","Michigan",1992,"MI","Engler, John","0",0,4,0,0,0,0,8.8000002,0.66020101,60.9967,-0.062767997,43.867001,0.49649999,0.985502,NA,NA,NA,NA,NA,NA,NA,"4,274,673","1,554,940",36.4,"1,871,182",43.8,"824,813",19.3
"1522","Michigan",1993,"MI","Engler, John","0",1,4,0,0,2,0,7,0.679932,52.239399,-0.075124003,42.171001,0.49649999,0.99936402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","Michigan",1994,"MI","Engler, John","0",1,4,1,0,2,0,5.9000001,0.70145297,50.616402,-0.13969301,38.215,0.3849,0.95387203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","Michigan",1995,"MI","Engler, John","0",1,4,0,0,2,0,NA,0.72317499,49.1712,-0.14676,35.278999,0.3849,0.90838099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","Michigan",1996,"MI","Engler, John","0",1,4,0,0,2,0,4.9000001,0.74766898,48.452599,-0.12619901,32.629002,0.3849,0.89982098,NA,NA,NA,NA,NA,NA,NA,"3,848,844","1,481,212",38.5,"1,989,653",51.7,"336,670",8.7
"1526","Michigan",1997,"MI","Engler, John","0",1,4,0,0,2,0,4.1999998,0.76924503,56.9678,-0.135295,32.979,0.3849,0.89126098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","Michigan",1998,"MI","Engler, John","0",1,4,1,0,2,0,3.9000001,0.78435701,57.041,-0.12684,30.171,0.37779999,0.88803601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","Michigan",1999,"MI","Engler, John","0",1,4,0,0,2,1,3.8,0.80388498,51.494598,-0.145024,29.408001,0.37779999,0.88481098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","Michigan",2000,"MI","Engler, John","0",1,4,0,0,2,1,3.5999999,0.83492702,53.061501,-0.101335,35.976002,0.37779999,0.84806401,NA,NA,NA,NA,NA,NA,NA,"4,232,711","1,953,139",46.1,"2,170,418",51.3,"84,165",2
"1530","Michigan",2001,"MI","Engler, John","0",0,4,0,0,2,1,5.3000002,0.858338,58.167301,-0.14010599,40.695999,0.37779999,0.81131601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","Michigan",2002,"MI","Engler, John","0",0,4,1,0,2,1,6.1999998,0.87452102,54.852501,-0.030803001,41.941002,0.52029997,0.85027599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","Michigan",2003,"MI","Granholm, Jennifer","1",1,4,0,0,2,0,7.3000002,0.89723998,53.194599,-0.171849,44.917,0.52029997,0.88923597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","Michigan",2004,"MI","Granholm, Jennifer","1",1,4,0,0,2,0,7,0.92225701,57.629799,-0.19591101,43.166,0.52029997,0.93103701,NA,NA,NA,NA,NA,NA,NA,"4,839,252","2,313,746",47.8,"2,479,183",51.2,NA,NA
"1534","Michigan",2005,"MI","Granholm, Jennifer","1",1,4,0,0,2,0,NA,0.95499802,56.229599,-0.180094,38.368999,0.52029997,0.97283798,6.78333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535","Michigan",2006,"MI","Granholm, Jennifer","1",1,4,1,0,2,0,NA,0.98161298,59.705101,-0.108704,40.675999,0.57120001,0.98391402,7.00833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536","Michigan",2007,"MI","Granholm, Jennifer","1",1,4,0,0,2,1,NA,1.00666,64.413002,-0.094622001,44.301998,0.57120001,0.99498999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537","Michigan",2008,"MI","Granholm, Jennifer","1",1,4,0,0,2,1,NA,1.04014,71.892303,-0.20700701,42.047001,0.57120001,0.99166101,8.04166666666667,NA,NA,NA,NA,NA,NA,"5,001,766","2,048,639",41,"2,872,579",57.4,NA,NA
"1538","Michigan",2009,"MI","Granholm, Jennifer","1",0,4,0,0,2,1,NA,1.03228,61.238499,-0.091640003,43.353001,0.57120001,0.97831202,13.6083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","Michigan",2010,"MI","Granholm, Jennifer","1",0,4,1,0,2,1,NA,1.0549999,54.740601,-0.154928,40.973,0.40709999,0.96570802,12.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540","Michigan",2011,"MI","Snyder, Rick","0",0,4,0,0,NA,NA,NA,NA,50.682499,-0.113485,NA,NA,NA,10.3916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541","Michigan",2012,"MI","Snyder, Rick","0",0,4,0,0,NA,NA,NA,NA,53.279701,NA,NA,NA,NA,9.125,NA,NA,NA,NA,NA,NA,"4,730,961","2,115,256",44.7,"2,564,569",54.2,NA,NA
"1542","Michigan",2013,"MI","Snyder, Rick","0",0,4,0,0,NA,NA,NA,NA,53.5881,NA,NA,NA,NA,8.78333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","Michigan",2014,"MI","Snyder, Rick","0",0,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.23333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544","Michigan",2015,"MI","Snyder, Rick","0",0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545","Michigan",2016,"MI","Snyder, Rick","0",0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99166666666667,NA,NA,NA,NA,NA,NA,"4,799,284","2,279,543",47.5,"2,268,839",47.3,"172,136",3.6
"1546","Michigan",2017,"MI","Snyder, Rick","0",0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547","Minnesota",1950,"MN","","0",1,2,1,0,0,0,NA,NA,NA,NA,NA,0.38659999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548","Minnesota",1951,"MN","","0",1,2,0,0,0,0,NA,NA,NA,NA,NA,0.38659999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","Minnesota",1952,"MN","","0",1,2,1,0,0,0,NA,NA,NA,NA,NA,0.44299999,NA,NA,NA,NA,NA,NA,NA,NA,"1,379,483","763,211",55.3,"608,458",44.1,NA,NA
"1550","Minnesota",1953,"MN","","0",0,2,0,0,0,0,NA,NA,NA,NA,NA,0.44299999,0.74927902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551","Minnesota",1954,"MN","","0",0,2,1,0,0,0,NA,NA,NA,NA,NA,0.5298,0.80277401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552","Minnesota",1955,"MN","","1",1,2,0,0,0,0,NA,NA,NA,NA,NA,0.5298,0.856269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","Minnesota",1956,"MN","Freeman, Orville L.","1",1,2,1,0,0,0,NA,NA,NA,NA,50.549999,0.51620001,0.90634298,NA,NA,NA,NA,NA,NA,NA,"1,340,005","719,302",53.7,"617,525",46.1,NA,NA
"1554","Minnesota",1957,"MN","Freeman, Orville L.","1",1,2,0,0,0,0,NA,NA,NA,NA,47.911999,0.51620001,0.95641601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555","Minnesota",1958,"MN","Freeman, Orville L.","1",1,2,1,0,0,0,NA,NA,NA,NA,54.106998,0.5729,0.96663702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556","Minnesota",1959,"MN","Freeman, Orville L.","1",1,2,0,0,0,0,NA,NA,NA,NA,53.133999,0.5729,0.97685701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557","Minnesota",1960,"MN","Freeman, Orville L.","1",1,2,1,0,0,0,NA,0.115544,57.328602,NA,55.393002,0.49259999,0.98147798,NA,NA,NA,NA,NA,NA,NA,"1,541,887","757,915",49.2,"779,933",50.6,NA,NA
"1558","Minnesota",1961,"MN","Andersen, Elmer L.","0",1,2,0,0,0,0,NA,0.117778,52.362,NA,53.008999,0.49259999,0.986099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559","Minnesota",1962,"MN","Andersen, Elmer L.","0",1,2,1,0,0,0,NA,0.119979,52.402401,NA,54.342999,0.5,0.97237802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560","Minnesota",1963,"MN","Andersen, Elmer L. followed by Karl F. Rolvaag","0.76986301",0,4,0,0,0,0,NA,0.123141,60.2145,NA,60.566002,0.5,0.95865703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561","Minnesota",1964,"MN","Rolvaag, Karl F.","1",0,4,0,0,0,0,NA,0.12679701,61.220402,NA,57.429001,0.5,0.95041001,NA,NA,NA,NA,NA,NA,NA,"1,554,462","559,624",36,"991,117",63.8,NA,NA
"1562","Minnesota",1965,"MN","Rolvaag, Karl F.","1",0,4,0,0,0,0,NA,0.134138,49.200199,NA,57.047001,0.5,0.942164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563","Minnesota",1966,"MN","Rolvaag, Karl F.","1",0,4,1,0,0,0,NA,0.14237,47.0592,NA,54.882,0.4718,0.90154397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564","Minnesota",1967,"MN","LeVander, Harold","0",1,4,0,0,0,0,NA,0.149518,49.9893,NA,58.327,0.4718,0.86092401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565","Minnesota",1968,"MN","LeVander, Harold","0",1,4,0,0,0,0,NA,0.159412,52.658501,NA,53.570999,0.4718,0.82307398,NA,NA,NA,NA,NA,NA,NA,"1,588,506","658,643",41.5,"857,738",54,"68,931",4.3
"1566","Minnesota",1969,"MN","LeVander, Harold","0",0,4,0,0,0,0,NA,0.172667,61.828602,NA,50.119999,0.4718,0.78522497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","Minnesota",1970,"MN","LeVander, Harold","0",0,4,1,0,0,0,NA,0.184677,58.0965,NA,48.641998,0.54269999,0.84181499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1568","Minnesota",1971,"MN","Anderson, Wendell R.","1",1,4,0,0,0,0,NA,0.195794,59.4436,NA,51.875999,0.54269999,0.89840603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569","Minnesota",1972,"MN","Anderson, Wendell R.","1",1,4,0,0,0,0,NA,0.20672099,57.667599,NA,48.254002,0.54269999,0.99209601,NA,NA,NA,NA,NA,NA,NA,"1,741,652","898,269",51.6,"802,346",46.1,NA,NA
"1570","Minnesota",1973,"MN","Anderson, Wendell R.","1",1,4,0,0,0,0,NA,0.225527,54.0793,NA,47.242001,0.54269999,0.91421402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571","Minnesota",1974,"MN","Anderson, Wendell R.","1",1,4,1,0,0,0,NA,0.249579,64.397301,NA,45.151001,0.68150002,0.85214299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572","Minnesota",1975,"MN","Anderson, Wendell R.","1",1,4,0,0,0,0,5.9000001,0.271644,66.288597,NA,45.152,0.68150002,0.79007202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573","Minnesota",1976,"MN","Anderson, Wendell R.","1",1,4,0,0,0,0,5.9000001,0.28946701,50.530701,-0.061652999,43.264999,0.68150002,0.75807601,NA,NA,NA,NA,NA,NA,NA,"1,949,931","819,395",42,"1,070,440",54.9,NA,NA
"1574","Minnesota",1977,"MN","Perpich, Rudy","1",0,4,0,0,0,0,5.0999999,0.31305599,53.6092,-0.27895701,42.011002,0.68150002,0.72608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","Minnesota",1978,"MN","Perpich, Rudy","1",0,4,1,0,0,0,3.8,0.33997399,45.584099,-0.186443,41.980999,0.4639,0.77699399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576","Minnesota",1979,"MN","Quie, Albert H.","0",1,4,0,0,0,0,4.1999998,0.37806001,56.620499,-0.18457,39.272999,0.4639,0.82790703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577","Minnesota",1980,"MN","Quie, Albert H.","0",1,4,0,0,0,0,5.6999998,0.42137799,54.542599,-0.135951,38.445999,0.4639,0.89187998,NA,NA,NA,NA,NA,NA,NA,"2,051,980","873,268",42.6,"954,174",46.5,"174,990",8.5
"1578","Minnesota",1981,"MN","Quie, Albert H.","0",0,4,0,0,0,0,5.5,0.46028799,51.485199,-0.185894,38.952,0.4639,0.95585299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579","Minnesota",1982,"MN","Quie, Albert H.","0",0,4,1,0,0,0,7.8000002,0.48443401,60.238998,-0.106562,41.827999,0.59439999,0.91831303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580","Minnesota",1983,"MN","Perpich, Rudy","1",1,4,0,0,0,0,8.1999998,0.49889499,58.277599,-0.28007901,41.910999,0.59439999,0.88077199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581","Minnesota",1984,"MN","Perpich, Rudy","1",1,4,0,0,0,0,6.3000002,0.51690799,53.305099,-0.175951,42.518002,0.59439999,0.877747,NA,NA,NA,NA,NA,NA,NA,"2,084,449","1,032,603",49.5,"1,036,364",49.7,NA,NA
"1582","Minnesota",1985,"MN","Perpich, Rudy","1",1,4,0,0,0,0,6,0.53256601,54.567101,-0.155651,42.408001,0.59439999,0.87472099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583","Minnesota",1986,"MN","Perpich, Rudy","1",1,4,1,0,0,0,5.3000002,0.54339498,57.623001,-0.13682599,43.819,0.56559998,0.86905801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","Minnesota",1987,"MN","Perpich, Rudy","1",1,4,0,0,0,0,5.4000001,0.56260002,62.5224,-0.031514999,44.745998,0.56559998,0.86339599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585","Minnesota",1988,"MN","Perpich, Rudy","1",1,4,0,0,0,0,4,0.58392602,65.037003,-0.17233001,44.257,0.56559998,0.822285,NA,NA,NA,NA,NA,NA,NA,"2,096,790","962,337",45.9,"1,109,471",52.9,NA,NA
"1586","Minnesota",1989,"MN","Perpich, Rudy","1",1,4,0,0,0,0,4.3000002,0.61137497,53.544701,-0.132493,45.365002,0.56559998,0.78117502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587","Minnesota",1990,"MN","Perpich, Rudy","1",1,4,1,0,0,0,4.8000002,0.63933998,58.374199,-0.22441,46.272999,0.48269999,0.819938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588","Minnesota",1991,"MN","Carlson, Arne H.","0",0,4,0,0,0,0,5.0999999,0.66249198,55.5686,-0.073400997,43.778,0.48269999,0.85870099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589","Minnesota",1992,"MN","Carlson, Arne H.","0",0,4,0,0,0,0,5.0999999,0.68253398,60.748299,-0.076858997,42.709999,0.48269999,0.89420003,NA,NA,NA,NA,NA,NA,NA,"2,347,948","747,841",31.9,"1,020,997",43.5,"562,506",24
"1590","Minnesota",1993,"MN","Carlson, Arne H.","0",1,4,0,0,0,0,5.0999999,0.70033997,59.0905,-0.005543,42.028999,0.48269999,0.92969799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591","Minnesota",1994,"MN","Carlson, Arne H.","0",1,4,1,0,0,0,4,0.72065598,46.814201,-0.146597,38.013,0.35010001,0.94311601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1592","Minnesota",1995,"MN","Carlson, Arne H.","0",1,4,0,0,0,0,NA,0.742257,49.546101,-0.090516001,35.676998,0.35010001,0.95653403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593","Minnesota",1996,"MN","Carlson, Arne H.","0",1,4,0,0,0,0,4,0.76739401,52.409698,-0.157116,33.456001,0.35010001,0.97448999,NA,NA,NA,NA,NA,NA,NA,"2,192,640","766,476",35,"1,120,438",51.1,"257,704",11.8
"1594","Minnesota",1997,"MN","Carlson, Arne H.","0",1,4,0,0,0,0,3.3,0.78824699,56.441502,-0.110187,33.132,0.35010001,0.99244499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595","Minnesota",1998,"MN","Carlson, Arne H.","0",1,4,1,0,0,0,2.5,0.80337501,53.263699,-0.087678,31.631001,0.45019999,0.99212402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596","Minnesota",1999,"MN","Ventura, Jesse","0.5",0,4,0,0,0,0,2.8,0.82202202,52.1595,-0.137614,31.16,0.45019999,0.991804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","Minnesota",2000,"MN","Ventura, Jesse","0.5",0,4,0,0,0,0,3.3,0.85252702,51.111198,-0.037510999,36.612,0.45019999,0.99015301,NA,NA,NA,NA,NA,NA,NA,"2,438,685","1,109,659",45.5,"1,168,266",47.9,"126,696",5.2
"1598","Minnesota",2001,"MN","Ventura, Jesse","0.5",0,4,0,0,0,0,3.7,0.87654001,56.389,-0.100762,39.894001,0.45019999,0.98850101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599","Minnesota",2002,"MN","Ventura, Jesse","0.5",0,4,1,0,0,0,4.4000001,0.89358199,53.015999,-0.183787,40.457001,0.45109999,0.99979502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600","Minnesota",2003,"MN","Pawlenty, Tim","0",0,4,0,0,0,0,5,0.91681403,52.848701,-0.115011,42.727001,0.45109999,0.98809201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601","Minnesota",2004,"MN","Pawlenty, Tim","0",0,4,0,0,0,0,4.8000002,0.94401097,53.0448,-0.158788,41.588001,0.45109999,0.98425901,NA,NA,NA,NA,NA,NA,NA,"2,828,387","1,346,695",47.6,"1,445,014",51.1,NA,NA
"1602","Minnesota",2005,"MN","Pawlenty, Tim","0",0,4,0,0,0,0,NA,0.97689098,58.071499,-0.14865901,37.645,0.45109999,0.980425,4.06666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","Minnesota",2006,"MN","Pawlenty, Tim","0",0,4,1,0,0,0,NA,1.00402,57.378899,-0.115547,39.271999,0.4948,0.99355102,3.99166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604","Minnesota",2007,"MN","Pawlenty, Tim","0",0,4,0,0,0,0,NA,1.02992,64.239403,-0.107406,42.362,0.4948,0.96752697,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605","Minnesota",2008,"MN","Pawlenty, Tim","0",0,4,0,0,0,0,NA,1.06549,69.155701,-0.187327,40.354,0.4948,0.94709998,5.44166666666667,NA,NA,NA,NA,NA,NA,"2,910,369","1,275,409",43.8,"1,573,354",54.1,NA,NA
"1606","Minnesota",2009,"MN","Pawlenty, Tim","0",0,4,0,0,0,0,NA,1.05891,56.878201,-0.091118,39.766998,0.4948,0.926673,7.76666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607","Minnesota",2010,"MN","Pawlenty, Tim","0",0,4,1,0,0,0,NA,1.0901099,50.478001,-0.147421,39.122002,0.50239998,0.94998503,7.39166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608","Minnesota",2011,"MN","Dayton, Mark","1",0,4,0,0,NA,NA,NA,NA,48.8433,-0.13287801,NA,NA,NA,6.49166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609","Minnesota",2012,"MN","Dayton, Mark","1",0,4,0,0,NA,NA,NA,NA,49.364201,NA,NA,NA,NA,5.60833333333333,NA,NA,NA,NA,NA,NA,"2,936,561","1,320,225",45,"1,546,167",52.7,NA,NA
"1610","Minnesota",2013,"MN","Dayton, Mark","1",0,4,0,0,NA,NA,NA,NA,51.1385,NA,NA,NA,NA,4.95833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611","Minnesota",2014,"MN","Dayton, Mark","1",0,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612","Minnesota",2015,"MN","Dayton, Mark","1",0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","Minnesota",2016,"MN","Dayton, Mark","1",0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85833333333333,NA,NA,NA,NA,NA,NA,"2,944,813","1,322,951",44.9,"1,367,716",46.4,"112,972",3.8
"1614","Minnesota",2017,"MN","Dayton, Mark","1",0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615","Mississippi",1950,"MS","Wright, Fielding L.","1",0,4,0,0,1,1,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616","Mississippi",1951,"MS","Wright, Fielding L.","1",0,4,1,0,1,1,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","Mississippi",1952,"MS","White, Hugh L.","1",0,4,0,0,1,1,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,"285,532","112,966",39.6,"172,566",60.4,NA,NA
"1618","Mississippi",1953,"MS","White, Hugh L.","1",1,4,0,0,1,1,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619","Mississippi",1954,"MS","White, Hugh L.","1",1,4,0,0,1,1,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620","Mississippi",1955,"MS","White, Hugh L.","1",1,4,1,0,1,1,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621","Mississippi",1956,"MS","Coleman, J.P.","1",1,4,0,0,1,1,NA,NA,NA,NA,35.16,1,0.5,NA,NA,NA,NA,NA,NA,NA,"248,104","60,685",24.5,"144,453",58.2,NA,NA
"1622","Mississippi",1957,"MS","Coleman, J.P.","1",1,4,0,0,1,1,NA,NA,NA,NA,36.625999,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623","Mississippi",1958,"MS","Coleman, J.P.","1",1,4,0,0,1,1,NA,NA,NA,NA,36.34,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624","Mississippi",1959,"MS","Coleman, J.P.","1",1,4,1,0,1,1,NA,NA,NA,NA,44.414001,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625","Mississippi",1960,"MS","Barnett, Rose R.","1",1,4,0,0,1,1,NA,0.072741002,12.7782,NA,42.576,1,0.5,NA,NA,NA,NA,NA,NA,NA,"298,171","73,561",24.7,"108,362",36.3,NA,NA
"1626","Mississippi",1961,"MS","Barnett, Rose R.","1",0,4,0,0,1,1,NA,0.076113001,13.1181,NA,49.292,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627","Mississippi",1962,"MS","Barnett, Rose R.","1",0,4,0,0,1,1,NA,0.078501999,13.1213,NA,50.391998,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628","Mississippi",1963,"MS","Barnett, Rose R.","1",0,4,1,0,1,1,NA,0.084449999,6.7507501,NA,53.709999,0.61940002,0.52429998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
