year,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepDemPluralityVotesAll,RepDemPluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
1990,Oklahoma,"911,314","297,584","523,196",N/A,"90,534","225,612",D,"225,612",D,32.65,57.41,0,9.93,36.26,63.74
1990,Oregon,"1,112,847","444,646","508,749",N/A,"159,452","64,103",D,"64,103",D,39.96,45.72,0,14.33,46.64,53.36
1990,Pennsylvania,"3,052,760","987,516","2,065,244",N/A,N/A,"1,077,728",D,"1,077,728",D,32.35,67.65,0,0,32.35,67.65
1990,Rhode Island,"356,672","92,177","264,411",N/A,84,"172,234",D,"172,234",D,25.84,74.13,0,0.02,25.85,74.15
1990,South Carolina,"760,965","528,831","212,034",N/A,"20,100","316,797",R,"316,797",R,69.49,27.86,0,2.64,71.38,28.62
1990,South Dakota,"256,723","151,198","105,525",N/A,N/A,"45,673",R,"45,673",R,58.9,41.1,0,0,58.9,41.1
1990,Tennessee,"790,441","289,348","480,885",N/A,"20,208","191,537",D,"191,537",D,36.61,60.84,0,2.56,37.57,62.43
1990,Texas,"3,892,487","1,826,231","1,925,670",N/A,"140,586","99,439",D,"99,439",D,46.92,49.47,0,3.61,48.67,51.33
1990,Vermont,"211,422","109,540","97,321",N/A,"4,561","12,219",R,"12,219",R,51.81,46.03,0,2.16,52.95,47.05
1990,Wisconsin,"1,379,727","802,321","576,280",N/A,"1,126","226,041",R,"226,041",R,58.15,41.77,0,0.08,58.2,41.8
1990,Wyoming,"160,109","55,471","104,638",N/A,N/A,"49,167",D,"49,167",D,34.65,65.35,0,0,34.65,65.35
1991,Arizona,"940,737","492,569","448,168",N/A,N/A,"44,401",R,"44,401",R,52.36,47.64,0,0,52.36,47.64
1991,Kentucky,"834,920","294,452","540,468",N/A,N/A,"246,016",D,"246,016",D,35.27,64.73,0,0,35.27,64.73
1991,Louisiana,"1,728,040","671,009","1,057,031",N/A,N/A,"386,022",D,"386,022",D,38.83,61.17,0,0,38.83,61.17
1991,Mississippi,"711,188","361,500","338,435",N/A,"11,253","23,065",R,"23,065",R,50.83,47.59,0,1.58,51.65,48.35
1992,Delaware,"277,058","90,725","179,365",N/A,"6,968","88,640",D,"88,640",D,32.75,64.74,0,2.51,33.59,66.41
1992,Indiana,"2,229,116","822,533","1,382,151",N/A,"24,432","559,618",D,"559,618",D,36.9,62,0,1.1,37.31,62.69
1992,Missouri,"2,343,999","968,574","1,375,425",N/A,N/A,"406,851",D,"406,851",D,41.32,58.68,0,0,41.32,58.68
1992,Montana,"407,842","209,401","198,421",N/A,20,"10,980",R,"10,980",R,51.34,48.65,0,0,51.35,48.65
1992,New Hampshire,"516,170","289,170","206,232",N/A,"20,768","82,938",R,"82,938",R,56.02,39.95,0,4.02,58.37,41.63
1992,North Carolina,"2,595,184","1,121,955","1,368,246",N/A,"104,983","246,291",D,"246,291",D,43.23,52.72,0,4.05,45.05,54.95
1992,North Dakota,"304,861","176,398","123,845",N/A,"4,618","52,553",R,"52,553",R,57.86,40.62,0,1.51,58.75,41.25
1992,Rhode Island,"424,818","145,590","261,484",N/A,"17,744","115,894",D,"115,894",D,34.27,61.55,0,4.18,35.76,64.24
1992,Utah,"762,549","321,713","177,181","255,753","7,902","65,960",R,"144,532",R,42.19,23.24,33.54,1.04,64.49,35.51
1992,Vermont,"285,728","65,837","213,523",N/A,"6,368","147,686",D,"147,686",D,23.04,74.73,0,2.23,23.57,76.43
1992,Washington,"2,270,826","1,086,216","1,184,315",N/A,295,"98,099",D,"98,099",D,47.83,52.15,0,0.01,47.84,52.16
1992,West Virginia,"657,193","240,390","368,302",N/A,"48,501","127,912",D,"127,912",D,36.58,56.04,0,7.38,39.49,60.51
1993,New Jersey,"2,505,964","1,236,124","1,210,031",N/A,"59,809","26,093",R,"26,093",R,49.33,48.29,0,2.39,50.53,49.47
1993,Virginia,"1,793,916","1,045,319","733,527",N/A,"15,070","311,792",R,"311,792",R,58.27,40.89,0,0.84,58.76,41.24
1994,Alabama,"1,201,969","604,926","594,169",N/A,"2,874","10,757",R,"10,757",R,50.33,49.43,0,0.24,50.45,49.55
1994,Alaska,"213,435","87,157","87,693","27,838","10,747",536,D,536,D,40.84,41.09,13.04,5.04,49.85,50.15
1994,Arizona,"1,129,607","593,492","500,702",N/A,"35,413","92,790",R,"92,790",R,52.54,44.33,0,3.13,54.24,45.76
1994,Arkansas,"716,840","287,904","428,936",N/A,N/A,"141,032",D,"141,032",D,40.16,59.84,0,0,40.16,59.84
1994,California,"8,665,375","4,781,766","3,519,799",N/A,"363,810","1,261,967",R,"1,261,967",R,55.18,40.62,0,4.2,57.6,42.4
1994,Colorado,"1,116,307","432,042","619,205",N/A,"65,060","187,163",D,"187,163",D,38.7,55.47,0,5.83,41.1,58.9
1994,Connecticut,"1,147,084","415,201","375,133","216,585","140,165","40,068",R,"40,068",R,36.2,32.7,18.88,12.22,52.53,47.47
1994,Florida,"4,206,659","2,071,068","2,135,008",N/A,583,"63,940",D,"63,940",D,49.23,50.75,0,0.01,49.24,50.76
1994,Georgia,"1,545,328","756,371","788,926",N/A,31,"32,555",D,"32,555",D,48.95,51.05,0,0,48.95,51.05
1994,Hawaii,"369,013","107,908","134,978","113,158","12,969","21,820",D,"27,070",D,29.24,36.58,30.67,3.51,44.43,55.57
1994,Idaho,"413,346","216,123","181,363",N/A,"15,860","34,760",R,"34,760",R,52.29,43.88,0,3.84,54.37,45.63
1994,Illinois,"3,106,566","1,984,318","1,069,850",N/A,"52,398","914,468",R,"914,468",R,63.87,34.44,0,1.69,64.97,35.03
1994,Iowa,"997,248","566,395","414,453",N/A,"16,400","151,942",R,"151,942",R,56.8,41.56,0,1.64,57.75,42.25
1994,Kansas,"821,030","526,113","294,733",N/A,184,"231,380",R,"231,380",R,64.08,35.9,0,0.02,64.09,35.91
1994,Maine,"511,308","117,990","172,951","180,829","39,538","7,878",T,"54,961",D,23.08,33.83,35.37,7.73,40.55,59.45
1994,Maryland,"1,410,300","702,101","708,094",N/A,105,"5,993",D,"5,993",D,49.78,50.21,0,0.01,49.79,50.21
1994,Massachusetts,"2,266,307","1,610,298","636,138",N/A,"19,871","974,160",R,"974,160",R,71.05,28.07,0,0.88,71.68,28.32
1994,Michigan,"3,089,077","1,899,101","1,188,438",N/A,"1,538","710,663",R,"710,663",R,61.48,38.47,0,0.05,61.51,38.49
1994,Minnesota,"1,765,590","1,094,165","589,344",N/A,"82,081","504,821",R,"504,821",R,61.97,33.38,0,4.65,64.99,35.01
1994,Nebraska,"579,561","148,230","423,270",N/A,"8,061","275,040",D,"275,040",D,25.58,73.03,0,1.39,25.94,74.06
1994,Nevada,"379,676","156,875","200,026",N/A,"22,775","43,151",D,"43,151",D,41.32,52.68,0,6,43.95,56.05
1994,New Hampshire,"311,882","218,134","79,686",N/A,"14,062","138,448",R,"138,448",R,69.94,25.55,0,4.51,73.24,26.76
1994,New Mexico,"467,621","232,945","186,686",N/A,"47,990","46,259",R,"46,259",R,49.81,39.92,0,10.26,55.51,44.49
1994,Ohio,"3,346,238","2,401,572","835,849",N/A,"108,817","1,565,723",R,"1,565,723",R,71.77,24.98,0,3.25,74.18,25.82
1994,Oklahoma,"995,012","466,740","294,936","233,336",N/A,"171,804",R,"171,804",R,46.91,29.64,23.45,0,61.28,38.72
1994,Oregon,"1,221,010","517,874","622,083",N/A,"81,053","104,209",D,"104,209",D,42.41,50.95,0,6.64,45.43,54.57
1994,Pennsylvania,"3,588,526","1,627,976","1,433,099",N/A,"527,451","194,877",R,"194,877",R,45.37,39.94,0,14.7,53.18,46.82
1994,Rhode Island,"361,377","171,194","157,361",N/A,"32,822","13,833",R,"13,833",R,47.37,43.54,0,9.08,52.11,47.89
1994,South Carolina,"933,850","470,756","447,002",N/A,"16,092","23,754",R,"23,754",R,50.41,47.87,0,1.72,51.29,48.71
1994,South Dakota,"311,613","172,515","126,273",N/A,"12,825","46,242",R,"46,242",R,55.36,40.52,0,4.12,57.74,42.26
1994,Tennessee,"1,487,124","807,107","664,243",N/A,"15,774","142,864",R,"142,864",R,54.27,44.67,0,1.06,54.85,45.15
1994,Texas,"4,396,242","2,350,994","2,016,928",N/A,"28,320","334,066",R,"334,066",R,53.48,45.88,0,0.64,53.82,46.18
1994,Vermont,"212,046","40,292","145,661",N/A,"26,093","105,369",D,"105,369",D,19,68.69,0,12.31,21.67,78.33
1994,Wisconsin,"1,563,835","1,051,326","482,850",N/A,"29,659","568,476",R,"568,476",R,67.23,30.88,0,1.9,68.53,31.47
1994,Wyoming,"200,990","118,016","80,747",N/A,"2,227","37,269",R,"37,269",R,58.72,40.17,0,1.11,59.38,40.62
1995,Kentucky,"983,979","479,227","500,787",N/A,"3,965","21,560",D,"21,560",D,48.7,50.89,0,0.4,48.9,51.1
1995,Louisiana,"1,550,360","984,499","565,861",N/A,N/A,"418,638",R,"418,638",R,63.5,36.5,0,0,63.5,36.5
1995,Mississippi,"819,471","455,261","364,210",N/A,N/A,"91,051",R,"91,051",R,55.56,44.44,0,0,55.56,44.44
1996,Delaware,"271,122","82,654","188,300",N/A,168,"105,646",D,"105,646",D,30.49,69.45,0,0.06,30.5,69.5
1996,Indiana,"2,110,047","986,982","1,087,128",N/A,"35,937","100,146",D,"100,146",D,46.78,51.52,0,1.7,47.59,52.41
1996,Missouri,"2,142,518","866,268","1,224,801",N/A,"51,449","358,533",D,"358,533",D,40.43,57.17,0,2.4,41.43,58.57
1996,Montana,"405,175","320,768","84,407",N/A,N/A,"236,361",R,"236,361",R,79.17,20.83,0,0,79.17,20.83
1996,New Hampshire,"497,040","196,321","284,175",N/A,"16,544","87,854",D,"87,854",D,39.5,57.17,0,3.33,40.86,59.14
1996,North Carolina,"2,566,185","1,097,053","1,436,638",N/A,"32,494","339,585",D,"339,585",D,42.75,55.98,0,1.27,43.3,56.7
1996,North Dakota,"264,298","174,937","89,349",N/A,12,"85,588",R,"85,588",R,66.19,33.81,0,0,66.19,33.81
1996,Vermont,"254,648","57,161","179,544",N/A,"17,943","122,383",D,"122,383",D,22.45,70.51,0,7.05,24.15,75.85
1996,Washington,"2,237,030","940,538","1,296,492",N/A,N/A,"355,954",D,"355,954",D,42.04,57.96,0,0,42.04,57.96
1996,West Virginia,"628,559","324,518","287,870","16,171",N/A,"36,648",R,"36,648",R,51.63,45.8,2.57,0,52.99,47.01
1997,New Jersey,"2,418,344","1,133,394","1,107,968",N/A,"176,982","25,426",R,"25,426",R,46.87,45.82,0,7.32,50.57,49.43
1997,Virginia,"1,736,314","969,062","738,971",N/A,"28,281","230,091",R,"230,091",R,55.81,42.56,0,1.63,56.74,43.26
1998,Alabama,"1,317,842","554,746","760,155",N/A,"2,941","205,409",D,"205,409",D,42.1,57.68,0,0.22,42.19,57.81
1998,Alaska,"186,631","34,922","93,969",N/A,"57,740","36,229",D,"59,047",D,18.71,50.35,0,30.94,27.09,72.91
1998,Arizona,"1,017,616","620,188","361,552",N/A,"35,876","258,636",R,"258,636",R,60.95,35.53,0,3.53,63.17,36.83
1998,Arkansas,"706,011","421,989","272,923",N/A,"11,099","149,066",R,"149,066",R,59.77,38.66,0,1.57,60.73,39.27
1998,California,"8,385,196","3,218,030","4,860,702",N/A,"306,464","1,642,672",D,"1,642,672",D,38.38,57.97,0,3.65,39.83,60.17
1998,Colorado,"1,321,307","648,202","639,905",N/A,"33,200","8,297",R,"8,297",R,49.06,48.43,0,2.51,50.32,49.68
1998,Connecticut,"999,537","628,707","354,187",N/A,"16,643","274,520",R,"274,520",R,62.9,35.44,0,1.67,63.96,36.04
1998,Florida,"3,964,441","2,191,105","1,773,054",N/A,282,"418,051",R,"418,051",R,55.27,44.72,0,0.01,55.27,44.73
1998,Georgia,"1,792,808","790,201","941,076",N/A,"61,531","150,875",D,"150,875",D,44.08,52.49,0,3.43,45.64,54.36
1998,Hawaii,"407,556","198,952","204,206",N/A,"4,398","5,254",D,"5,254",D,48.82,50.11,0,1.08,49.35,50.65
1998,Idaho,"381,248","258,095","110,815",N/A,"12,338","147,280",R,"147,280",R,67.7,29.07,0,3.24,69.96,30.04
1998,Illinois,"3,358,705","1,714,094","1,594,191",N/A,"50,420","119,903",R,"119,903",R,51.03,47.46,0,1.5,51.81,48.19
1998,Iowa,"956,418","444,787","500,231",N/A,"11,400","55,444",D,"55,444",D,46.51,52.3,0,1.19,47.07,52.93
1998,Kansas,"742,665","544,882","168,243",N/A,"29,540","376,639",R,"376,639",R,73.37,22.65,0,3.98,76.41,23.59
1998,Maine,"421,009","79,716","50,506","246,772","44,015","167,056",T,"29,210",R,18.93,12,58.61,10.45,61.22,38.78
1998,Maryland,"1,535,978","688,357","846,972",N/A,649,"158,615",D,"158,615",D,44.82,55.14,0,0.04,44.83,55.17
1998,Massachusetts,"1,903,336","967,160","901,843",N/A,"34,333","65,317",R,"65,317",R,50.81,47.38,0,1.8,51.75,48.25
1998,Michigan,"3,027,104","1,883,005","1,143,574",N/A,525,"739,431",R,"739,431",R,62.2,37.78,0,0.02,62.22,37.78
1998,Minnesota,"2,090,518","716,880",N/A,"773,403","600,235","56,523",T,"716,880",R,34.29,0,37,28.71,100,0
1998,Nebraska,"545,238","293,910","250,678",N/A,650,"43,232",R,"43,232",R,53.9,45.98,0,0.12,53.97,46.03
1998,Nevada,"433,630","223,892","182,281",N/A,"27,457","41,611",R,"41,611",R,51.63,42.04,0,6.33,55.12,44.88
1998,New Hampshire,"318,940","98,473","210,769",N/A,"9,698","112,296",D,"112,296",D,30.88,66.08,0,3.04,31.84,68.16
1998,New Mexico,"498,703","271,948","226,755",N/A,N/A,"45,193",R,"45,193",R,54.53,45.47,0,0,54.53,45.47
1998,New York,"4,735,236","2,571,991","1,570,317",N/A,"592,928","1,001,674",R,"1,001,674",R,54.32,33.16,0,12.52,62.09,37.91
1998,Ohio,"3,354,213","1,678,721","1,498,956",N/A,"176,536","179,765",R,"179,765",R,50.05,44.69,0,5.26,52.83,47.17
1998,Oklahoma,"873,585","505,498","357,552",N/A,"10,535","147,946",R,"147,946",R,57.86,40.93,0,1.21,58.57,41.43
1998,Oregon,"1,113,098","334,001","717,061",N/A,"62,036","383,060",D,"383,060",D,30.01,64.42,0,5.57,31.78,68.22
1998,Pennsylvania,"3,025,152","1,736,844","938,745","315,761","33,802","798,099",R,"798,099",R,57.41,31.03,10.44,1.12,64.91,35.09
1998,Rhode Island,"306,383","156,180","129,105",N/A,"21,098","27,075",R,"27,075",R,50.98,42.14,0,6.89,54.75,45.25
1998,South Carolina,"1,070,869","484,088","570,070",N/A,"16,711","85,982",D,"85,982",D,45.21,53.23,0,1.56,45.92,54.08
1998,South Dakota,"260,187","166,621","85,473",N/A,"8,093","81,148",R,"81,148",R,64.04,32.85,0,3.11,66.09,33.91
1998,Tennessee,"976,236","669,973","287,750",N/A,"18,513","382,223",R,"382,223",R,68.63,29.48,0,1.9,69.95,30.05
1998,Texas,"3,738,483","2,551,454","1,165,444",N/A,"21,585","1,386,010",R,"1,386,010",R,68.25,31.17,0,0.58,68.64,31.36
1998,Vermont,"218,120","89,726","121,425",N/A,"6,969","31,699",D,"31,699",D,41.14,55.67,0,3.2,42.49,57.51
1998,Wisconsin,"1,756,014","1,047,716","679,553",N/A,"28,745","368,163",R,"368,163",R,59.66,38.7,0,1.64,60.66,39.34
1998,Wyoming,"174,888","97,235","70,754",N/A,"6,899","26,481",R,"26,481",R,55.6,40.46,0,3.94,57.88,42.12
1999,Kentucky,"580,074","128,788","352,099","88,930","10,257","223,311",D,"223,311",D,22.2,60.7,15.33,1.77,26.78,73.22
1999,Louisiana,"1,295,205","805,203","382,445",N/A,"107,557","422,758",R,"422,758",R,62.17,29.53,0,8.3,67.8,32.2
1999,Mississippi,"763,938","370,691","379,034",N/A,"14,213","8,343",D,"8,343",D,48.52,49.62,0,1.86,49.44,50.56
2000,Delaware,"323,688","128,603","191,695",N/A,"3,390","63,092",D,"63,092",D,39.73,59.22,0,1.05,40.15,59.85
2000,Indiana,"2,179,413","908,285","1,232,525",N/A,"38,603","324,240",D,"324,240",D,41.68,56.55,0,1.77,42.43,57.57
2000,Missouri,"2,346,830","1,131,307","1,152,752",N/A,"62,771","21,445",D,"21,445",D,48.21,49.12,0,2.67,49.53,50.47
2000,Montana,"410,192","209,135","193,131",N/A,"7,926","16,004",R,"16,004",R,50.98,47.08,0,1.93,51.99,48.01
2000,New Hampshire,"564,953","246,952","275,038",N/A,"42,963","28,086",D,"28,086",D,43.71,48.68,0,7.6,47.31,52.69
2000,North Carolina,"2,942,062","1,360,960","1,530,324",N/A,"50,778","169,364",D,"169,364",D,46.26,52.02,0,1.73,47.07,52.93
2000,North Dakota,"289,412","159,255","130,144",N/A,13,"29,111",R,"29,111",R,55.03,44.97,0,0,55.03,44.97
2000,Utah,"761,806","424,837","321,979",N/A,"14,990","102,858",R,"102,858",R,55.77,42.27,0,1.97,56.89,43.11
2000,Vermont,"293,473","111,359","148,059",N/A,"34,055","36,700",D,"36,700",D,37.95,50.45,0,11.6,42.93,57.07
2000,Washington,"2,469,852","980,060","1,441,973","47,819",N/A,"461,913",D,"461,913",D,39.68,58.38,1.94,0,40.46,59.54
2000,West Virginia,"648,047","305,926","324,822",N/A,"17,299","18,896",D,"18,896",D,47.21,50.12,0,2.67,48.5,51.5
2001,New Jersey,"2,227,165","928,174","1,256,853",N/A,"42,138","328,679",D,"328,679",D,41.68,56.43,0,1.89,42.48,57.52
2001,Virginia,"1,886,721","887,234","984,177",N/A,"15,310","96,943",D,"96,943",D,47.03,52.16,0,0.81,47.41,52.59
2002,Alabama,"1,367,053","672,225","669,105",N/A,"25,723","3,120",R,"3,120",R,49.17,48.95,0,1.88,50.12,49.88
2002,Alaska,"231,484","129,279","94,216",N/A,"7,989","35,063",R,"35,063",R,55.85,40.7,0,3.45,57.84,42.16
2002,Arizona,"1,226,111","554,465","566,284",N/A,"105,362","11,819",D,"11,819",D,45.22,46.19,0,8.59,49.47,50.53
2002,Arkansas,"805,696","427,082","378,250",N/A,364,"48,832",R,"48,832",R,53.01,46.95,0,0.05,53.03,46.97
2002,California,"7,476,311","3,169,801","3,533,490",N/A,"773,020","363,689",D,"363,689",D,42.4,47.26,0,10.34,47.29,52.71
2002,Colorado,"1,412,602","884,583","475,373",N/A,"52,646","409,210",R,"409,210",R,62.62,33.65,0,3.73,65.04,34.96
2002,Connecticut,"1,022,998","573,958","448,984",N/A,56,"124,974",R,"124,974",R,56.11,43.89,0,0.01,56.11,43.89
2002,Florida,"5,100,581","2,856,845","2,201,427",N/A,"42,309","655,418",R,"655,418",R,56.01,43.16,0,0.83,56.48,43.52
2002,Hawaii,"382,110","197,009","179,647",N/A,"5,454","17,362",R,"17,362",R,51.56,47.01,0,1.43,52.3,47.7
2002,Idaho,"411,477","231,566","171,711",N/A,"8,200","59,855",R,"59,855",R,56.28,41.73,0,1.99,57.42,42.58
2002,Illinois,"3,538,891","1,594,960","1,847,040",N/A,"96,891","252,080",D,"252,080",D,45.07,52.19,0,2.74,46.34,53.66
2002,Iowa,"1,025,802","456,612","540,449",N/A,"28,741","83,837",D,"83,837",D,44.51,52.69,0,2.8,45.8,54.2
2002,Kansas,"835,692","376,830","441,858",N/A,"17,004","65,028",D,"65,028",D,45.09,52.87,0,2.03,46.03,53.97
2002,Maine,"505,190","209,496","238,179",N/A,"57,515","28,683",D,"28,683",D,41.47,47.15,0,11.38,46.8,53.2
2002,Maryland,"1,706,179","879,592","813,422",N/A,"13,165","66,170",R,"66,170",R,51.55,47.68,0,0.77,51.95,48.05
2002,Massachusetts,"2,194,179","1,091,988","985,981",N/A,"116,210","106,007",R,"106,007",R,49.77,44.94,0,5.3,52.55,47.45
2002,Michigan,"3,177,565","1,506,104","1,633,796",N/A,"37,665","127,692",D,"127,692",D,47.4,51.42,0,1.19,47.97,52.03
2002,Minnesota,"2,252,473","999,473","821,268","364,534","67,198","178,205",R,"178,205",R,44.37,36.46,16.18,2.98,54.89,45.11
2002,Nebraska,"480,991","330,349","132,348",N/A,"18,294","198,001",R,"198,001",R,68.68,27.52,0,3.8,71.4,28.6
2002,Nevada,"504,079","344,001","110,935",N/A,"49,143","233,066",R,"233,066",R,68.24,22.01,0,9.75,75.62,24.38
2002,New Hampshire,"442,976","259,663","169,277",N/A,"14,036","90,386",R,"90,386",R,58.62,38.21,0,3.17,60.54,39.46
2002,New Mexico,"484,233","189,074","268,693",N/A,"26,466","79,619",D,"79,619",D,39.05,55.49,0,5.47,41.3,58.7
2002,New York,"4,579,078","2,262,255","1,534,064","654,016","128,743","728,191",R,"728,191",R,49.4,33.5,14.28,2.81,59.59,40.41
2002,Ohio,"3,228,992","1,865,007","1,236,924",N/A,"127,061","628,083",R,"628,083",R,57.76,38.31,0,3.94,60.12,39.88
2002,Oklahoma,"1,035,620","441,277","448,143","146,200",N/A,"6,866",D,"6,866",D,42.61,43.27,14.12,0,49.61,50.39
2002,Oregon,"1,260,497","581,785","618,004",N/A,"60,708","36,219",D,"36,219",D,46.16,49.03,0,4.82,48.49,51.51
2002,Pennsylvania,"3,583,179","1,589,408","1,913,235",N/A,"80,536","323,827",D,"323,827",D,44.36,53.39,0,2.25,45.38,54.62
2002,Rhode Island,"332,655","181,827","150,229",N/A,599,"31,598",R,"31,598",R,54.66,45.16,0,0.18,54.76,45.24
2002,South Carolina,"1,107,725","585,422","521,140",N/A,"1,163","64,282",R,"64,282",R,52.85,47.05,0,0.1,52.9,47.1
2002,South Dakota,"334,559","189,920","140,263",N/A,"4,376","49,657",R,"49,657",R,56.77,41.92,0,1.31,57.52,42.48
2002,Tennessee,"1,653,167","786,803","837,284",N/A,"29,080","50,481",D,"50,481",D,47.59,50.65,0,1.76,48.45,51.55
2002,Texas,"4,553,987","2,632,591","1,819,798",N/A,"101,598","812,793",R,"812,793",R,57.81,39.96,0,2.23,59.13,40.87
2002,Vermont,"230,161","103,436","97,565",N/A,"29,160","5,871",R,"5,871",R,44.94,42.39,0,12.67,51.46,48.54
2002,Wisconsin,"1,775,349","734,779","800,515","185,455","54,600","65,736",D,"65,736",D,41.39,45.09,10.45,3.08,47.86,52.14
2002,Wyoming,"185,459","88,873","92,662",N/A,"3,924","3,789",D,"3,789",D,47.92,49.96,0,2.12,48.96,51.04
2003,Kentucky,"1,083,443","596,284","487,159",N/A,N/A,"109,125",R,"109,125",R,55.04,44.96,0,0,55.04,44.96
2003,Louisiana,"1,407,842","676,484","731,358",N/A,N/A,"54,874",D,"54,874",D,48.05,51.95,0,0,48.05,51.95
2003,Mississippi,"894,487","470,404","409,787","6,317","7,979","60,617",R,"60,617",R,52.59,45.81,0.71,0.89,53.44,46.56
2004,Delaware,"365,008","167,115","185,687",N/A,"12,206","18,572",D,"18,572",D,45.78,50.87,0,3.34,47.37,52.63
2004,Indiana,"2,448,498","1,302,912","1,113,900","31,664",22,"189,012",R,"189,012",R,53.21,45.49,1.29,0,53.91,46.09
2004,Missouri,"2,719,599","1,382,419","1,301,442","24,378","11,360","80,977",R,"80,977",R,50.83,47.85,0.9,0.42,51.51,48.49
2004,Montana,"446,146","205,313","225,016","8,393","7,424","19,703",D,"19,703",D,46.02,50.44,1.88,1.66,47.71,52.29
2004,New Hampshire,"667,020","325,981","340,299",740,N/A,"14,318",D,"14,318",D,48.87,51.02,0.11,0,48.93,51.07
2004,North Carolina,"3,486,688","1,495,021","1,939,154","52,513",N/A,"444,133",D,"444,133",D,42.88,55.62,1.51,0,43.53,56.47
2004,North Dakota,"309,873","220,803","84,877","4,193",N/A,"135,926",R,"135,926",R,71.26,27.39,1.35,0,72.23,27.77
2004,Utah,"919,960","531,190","380,359","8,399",12,"150,831",R,"150,831",R,57.74,41.35,0.91,0,58.27,41.73
2004,Vermont,"309,285","181,540","117,327","4,221","6,197","64,213",R,"64,213",R,58.7,37.93,1.36,2,60.74,39.26
2004,Washington,"2,810,058","1,373,232","1,373,361","63,465",N/A,129,D,129,D,48.87,48.87,2.26,0,50,50
2004,West Virginia,"744,433","253,131","472,758","18,430",114,"219,627",D,"219,627",D,34,63.51,2.48,0.02,34.87,65.13
2005,New Jersey,"2,290,099","985,271","1,224,551",N/A,"80,277","239,280",D,"239,280",D,43.02,53.47,0,3.51,44.59,55.41
2005,Virginia,"1,983,778","912,327","1,025,942",N/A,"45,509","113,615",D,"113,615",D,45.99,51.72,0,2.29,47.07,52.93
2006,Alabama,"1,250,401","718,327","519,827",N/A,"12,247","198,500",R,"198,500",R,57.45,41.57,0,0.98,58.02,41.98
2006,Alaska,"237,322","114,697","97,238",N/A,"25,387","17,459",R,"17,459",R,48.33,40.97,0,10.7,54.12,45.88
2006,Arizona,"1,533,645","543,528","959,830",N/A,"30,287","416,302",D,"416,302",D,35.44,62.58,0,1.97,36.15,63.85
2006,Arkansas,"774,680","315,040","430,765",N/A,"28,875","115,725",D,"115,725",D,40.67,55.61,0,3.73,42.24,57.76
2006,California,"8,679,416","4,850,157","3,376,732",N/A,"452,527","1,473,425",R,"1,473,425",R,55.88,38.91,0,5.21,58.95,41.05
2006,Colorado,"1,558,387","625,886","888,096",N/A,"44,405","262,210",D,"262,210",D,40.16,56.99,0,2.85,41.34,58.66
2006,Connecticut,"1,123,466","710,048","398,220",54,"15,144","311,828",R,"311,828",R,63.2,35.45,0,1.35,64.07,35.93
2006,Florida,"4,829,270","2,519,845","2,178,289",N/A,"131,136","341,556",R,"341,556",R,52.18,45.11,0,2.72,53.64,46.36
2006,Georgia,"2,122,258","1,229,724","811,049",N/A,"81,485","418,675",R,"418,675",R,57.94,38.22,0,3.84,60.26,39.74
2006,Hawaii,"344,315","215,313","121,717","5,435","1,850","93,596",R,"93,596",R,62.53,35.35,1.58,0.54,63.89,36.11
2006,Idaho,"450,832","237,437","198,845",N/A,"14,550","38,592",R,"38,592",R,52.67,44.11,0,3.23,54.42,45.58
2006,Illinois,"3,487,989","1,369,315","1,736,731","361,336","20,607","367,416",D,"367,416",D,39.26,49.79,10.36,0.59,44.09,55.91
2006,Iowa,"1,053,255","467,425","569,021",N/A,"16,809","101,596",D,"101,596",D,44.38,54.02,0,1.6,45.1,54.9
2006,Kansas,"849,700","343,586","491,993",N/A,"14,121","148,407",D,"148,407",D,40.44,57.9,0,1.66,41.12,58.88
2006,Maine,"550,865","166,425","209,927","118,715","55,798","43,502",D,"43,502",D,30.21,38.11,21.55,10.13,44.22,55.78
2006,Maryland,"1,788,316","825,464","942,279",N/A,"20,573","116,815",D,"116,815",D,46.16,52.69,0,1.15,46.7,53.3
2006,Massachusetts,"2,219,779","784,342","1,234,984",N/A,"200,453","450,642",D,"450,642",D,35.33,55.64,0,9.03,38.84,61.16
2006,Michigan,"3,801,256","1,608,086","2,142,513",N/A,"50,657","534,427",D,"534,427",D,42.3,56.36,0,1.33,42.88,57.12
2006,Minnesota,"2,202,937","1,028,568","1,007,460",N/A,"166,909","21,108",R,"21,108",R,46.69,45.73,0,7.58,50.52,49.48
2006,Nebraska,"593,357","435,507","145,115",N/A,"12,735","290,392",R,"290,392",R,73.4,24.46,0,2.15,75.01,24.99
2006,Nevada,"582,158","279,003","255,684",N/A,"47,471","23,319",R,"23,319",R,47.93,43.92,0,8.15,52.18,47.82
2006,New Hampshire,"403,679","104,288","298,760",N/A,631,"194,472",D,"194,472",D,25.83,74.01,0,0.16,25.87,74.13
2006,New Mexico,"559,170","174,364","384,806",N/A,N/A,"210,442",D,"210,442",D,31.18,68.82,0,0,31.18,68.82
